Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
L. Augustinsson,SV Werder Bremen,"LB, LWB, LM",Sweden,76,77,8000000,25000,26,German 1. Bundesliga,Left,High/Medium,Lean (170-185),14200000,79,55,56,74,56,73,75,70,75,75,75,63,75,72,72,69,69,88,65,59,67,72,65,73,62,74,71,75,76,10,12,10,15,8
Wendell,Bayer 04 Leverkusen,LB,Brazil,77,78,11500000,50000,26,German 1. Bundesliga,Left,High/Medium,Lean (170-185),16000000,78,37,53,77,29,80,66,75,65,78,84,66,78,75,76,60,69,77,64,59,85,75,69,69,67,72,69,75,80,8,12,6,14,14
D. Sinkgraven,Bayer 04 Leverkusen,"LB, CM",Netherlands,77,81,14000000,43000,24,German 1. Bundesliga,Left,High/Medium,Lean (170-185),17800000,79,58,69,80,67,80,74,65,78,80,79,79,83,77,75,63,72,71,54,59,76,75,70,79,56,69,74,73,69,10,13,11,14,15
L. Mercan,FC Schalke 04,"CM, CAM",Germany,59,79,625000,2000,19,German 1. Bundesliga,Left,High/Medium,Normal (170-185),878000,49,51,53,66,58,63,58,60,65,62,68,55,68,57,75,82,51,48,46,66,44,45,51,58,60,58,47,52,52,15,14,11,8,7
K. Bennetts,Borussia Mönchengladbach,"LM, RM",England,63,74,1100000,5000,21,German 1. Bundesliga,Left,High/Medium,Normal (170-185),1200000,64,55,38,58,55,69,65,73,56,67,76,75,67,52,73,70,34,54,62,55,45,41,50,50,70,43,31,50,43,11,8,10,10,7
N. Katterbach,1. FC Köln,LB,Germany,70,84,3600000,7000,19,German 1. Bundesliga,Left,High/Medium,Normal (170-185),8500000,63,40,53,69,31,74,41,31,54,73,74,74,72,68,74,46,54,65,54,32,59,67,48,50,41,70,66,70,68,12,13,12,10,8
H. Mendyl,FC Schalke 04,LB,Morocco,70,76,2400000,12000,22,German 1. Bundesliga,Left,High/Medium,Normal (170-185),4200000,62,36,61,66,33,70,57,38,53,70,85,88,71,66,66,53,60,64,66,44,82,71,63,56,48,64,62,65,66,11,12,14,14,6
Paulo Otávio,VfL Wolfsburg,"LB, LM",Brazil,73,76,3700000,28000,25,German 1. Bundesliga,Left,High/Medium,Normal (170-185),7800000,76,51,39,70,52,75,60,46,61,72,86,87,84,69,83,66,60,69,45,57,64,66,56,62,41,62,71,68,69,8,7,6,15,13
N. Moisander,SV Werder Bremen,CB,Finland,75,75,1800000,23000,34,German 1. Bundesliga,Left,High/Medium,Normal (170-185),4300000,54,39,74,77,40,69,56,44,76,71,40,52,64,78,64,67,77,52,75,56,70,80,60,73,41,77,81,73,67,11,9,14,15,7
M. Arnold,VfL Wolfsburg,"CDM, CM",Germany,79,80,18500000,46000,26,German 1. Bundesliga,Left,High/Medium,Normal (170-185),24000000,69,77,58,81,84,78,83,80,83,80,65,66,67,81,66,87,60,78,71,87,74,77,75,78,57,79,76,74,67,11,9,11,10,10
Angeliño,RB Leipzig,LB,Spain,80,85,29500000,95000,23,German 1. Bundesliga,Left,High/Medium,Normal (170-185),,86,59,59,79,62,82,83,76,78,81,86,63,76,78,85,80,73,87,62,67,78,79,75,79,55,69,75,77,74,13,6,13,13,13
J. Roussillon,VfL Wolfsburg,"LB, LM",France,80,81,22000000,49000,27,German 1. Bundesliga,Left,High/Medium,Normal (170-185),25700000,81,63,69,75,57,80,75,56,72,81,87,88,77,78,81,75,71,78,76,65,75,77,71,73,51,77,76,76,77,9,7,13,8,15
N. Schulz,Borussia Dortmund,"LB, LM, LWB",Germany,80,81,22000000,57000,27,German 1. Bundesliga,Left,High/Medium,Normal (170-185),25700000,81,48,60,75,49,75,59,42,73,74,88,87,74,80,74,65,62,77,77,40,73,77,72,76,56,77,74,74,76,13,9,15,7,14
M. Kruse,1. FC Union Berlin,"CAM, ST",Germany,81,81,20500000,42000,32,German 1. Bundesliga,Left,High/Medium,Normal (170-185),25200000,79,80,63,83,80,82,82,69,80,84,67,65,73,83,77,81,65,73,73,79,62,34,85,85,92,87,57,38,29,12,7,5,13,9
S. Müller,DSC Arminia Bielefeld,ST,Germany,57,76,425000,2000,19,German 1. Bundesliga,Right,High/Medium,Normal (170-185),534000,28,60,56,53,38,53,37,31,38,52,52,55,65,58,69,70,62,54,55,49,32,10,57,47,55,51,11,14,15,9,6,6,15,12
M. Mustapha,1. FSV Mainz 05,ST,Austria,60,72,600000,3000,19,German 1. Bundesliga,Right,High/Medium,Normal (170-185),750000,32,67,68,46,42,56,40,35,45,57,62,62,60,56,53,64,65,55,77,60,66,16,52,48,57,50,19,22,21,11,10,12,10,13
J. Ngankam,Hertha BSC,"ST, RW, LW",Germany,66,82,2200000,8000,19,German 1. Bundesliga,Right,High/Medium,Normal (170-185),3300000,68,73,58,65,46,72,45,41,50,65,79,74,62,60,67,65,62,65,75,65,70,12,56,53,73,70,17,36,19,12,8,6,13,11
R. Schmid,SV Werder Bremen,"CM, CAM",Austria,67,79,2400000,7000,20,German 1. Bundesliga,Right,High/Medium,Normal (170-185),2500000,62,58,35,72,50,77,62,44,66,75,75,71,84,64,77,68,75,71,63,66,43,56,60,69,52,65,48,42,35,7,9,7,9,6
R. Ache,Eintracht Frankfurt,ST,Germany,67,77,2300000,8000,21,German 1. Bundesliga,Right,High/Medium,Normal (170-185),2500000,33,66,77,55,56,64,44,32,32,64,74,75,66,66,70,69,86,73,75,58,53,17,66,43,60,65,31,19,22,6,12,8,12,10
M. Dräger,Sport-Club Freiburg,"RB, RM",Tunisia,69,74,2000000,9000,24,German 1. Bundesliga,Right,High/Medium,Normal (170-185),2300000,66,57,63,63,58,67,52,48,54,68,86,75,77,67,76,62,49,69,56,63,70,66,59,56,63,54,64,65,64,12,9,8,9,10
R. Baku,1. FSV Mainz 05,"RB, CM, RM",Germany,72,82,5000000,15000,22,German 1. Bundesliga,Right,High/Medium,Normal (170-185),9000000,65,61,51,76,51,75,59,45,67,73,79,86,80,70,87,61,76,74,59,54,73,73,64,66,51,61,69,62,64,12,8,7,10,9
L. Klünter,Hertha BSC,"RB, CB",Germany,72,78,3500000,23000,24,German 1. Bundesliga,Right,High/Medium,Normal (170-185),7200000,65,55,62,66,25,67,38,29,55,68,79,84,71,67,65,49,60,74,65,25,60,67,48,43,49,59,70,72,67,10,5,12,14,6
M. Leckie,Hertha BSC,"RM, LM",Australia,72,72,2300000,30000,29,German 1. Bundesliga,Right,High/Medium,Normal (170-185),5100000,73,66,73,67,65,74,70,36,56,72,82,82,74,70,78,70,76,68,72,60,67,54,71,65,69,67,57,48,40,8,10,8,6,10
A. Touré,Eintracht Frankfurt,"RB, CB",France,74,79,6000000,19000,24,German 1. Bundesliga,Right,High/Medium,Normal (170-185),11500000,74,60,69,72,30,75,70,35,63,75,68,77,65,70,65,60,74,74,75,45,66,70,66,62,40,68,70,75,73,11,15,7,7,12
S. Adamyan,TSG Hoffenheim,"CAM, ST, LM",Armenia,74,75,4900000,28000,27,German 1. Bundesliga,Right,High/Medium,Normal (170-185),11500000,58,77,63,73,71,79,57,39,58,75,79,81,79,72,73,72,73,75,68,69,66,22,74,69,60,65,53,25,26,14,15,10,15,10
S. Zuber,Eintracht Frankfurt,"CM, LM, LB",Switzerland,74,74,4200000,25000,28,German 1. Bundesliga,Right,High/Medium,Normal (170-185),9400000,73,72,68,73,57,76,76,66,69,77,76,73,73,75,67,80,65,77,76,79,72,76,75,74,62,74,69,73,68,15,15,7,14,9
B. Henrichs,RB Leipzig,"RB, LB, RM",Germany,76,80,10000000,34000,23,German 1. Bundesliga,Right,High/Medium,Normal (170-185),,74,50,63,74,53,76,73,49,66,75,74,75,75,73,69,62,66,74,68,46,68,74,62,69,59,75,73,74,74,8,9,13,12,14
R. Quaison,1. FSV Mainz 05,"ST, LM, CAM",Sweden,76,77,9000000,29000,26,German 1. Bundesliga,Right,High/Medium,Normal (170-185),16900000,67,79,54,72,76,80,73,56,67,80,77,74,75,79,75,77,55,78,72,76,54,49,81,63,65,76,39,39,55,9,8,13,9,13
Hwang Hee Chan,RB Leipzig,ST,Korea Republic,77,82,16000000,45000,24,German 1. Bundesliga,Right,High/Medium,Normal (170-185),21300000,69,78,61,75,75,79,61,44,65,77,94,93,91,79,71,74,83,74,69,71,57,22,79,78,72,74,28,23,24,11,7,10,11,15
L. Alario,Bayer 04 Leverkusen,ST,Argentina,77,78,12500000,59000,27,German 1. Bundesliga,Right,High/Medium,Normal (170-185),18600000,48,83,82,69,77,74,49,43,47,77,66,60,69,74,71,76,85,68,77,63,72,22,84,65,75,76,22,27,20,8,15,7,15,15
J. Schmid,Sport-Club Freiburg,"RB, RM, RWB",France,77,77,9000000,24000,30,German 1. Bundesliga,Right,High/Medium,Normal (170-185),12600000,80,58,58,74,63,77,85,87,66,76,77,81,77,76,79,75,65,77,74,66,77,72,70,69,62,72,68,69,72,15,7,7,10,8
M. Rashica,SV Werder Bremen,"CF, LW, RW",Kosovo,79,85,28000000,32000,24,German 1. Bundesliga,Right,High/Medium,Normal (170-185),33300000,76,76,53,76,77,85,78,69,69,81,93,84,90,78,82,86,47,76,61,81,67,47,75,74,73,78,55,37,36,7,14,7,14,6
K. Mbabu,VfL Wolfsburg,RB,Switzerland,79,83,22500000,44000,25,German 1. Bundesliga,Right,High/Medium,Normal (170-185),25700000,77,49,67,69,39,72,64,48,65,74,90,89,76,72,73,66,78,91,79,44,74,70,72,68,35,71,75,76,80,8,7,7,14,14
C. Tolisso,FC Bayern München,"CM, CDM",France,80,83,27500000,74000,25,German 1. Bundesliga,Right,High/Medium,Normal (170-185),31900000,67,75,82,82,62,76,66,73,84,82,72,72,75,82,74,82,83,77,75,81,81,76,79,80,70,74,75,77,71,7,10,14,9,14
A. Plea,Borussia Mönchengladbach,"ST, LW",France,80,81,24500000,49000,27,German 1. Bundesliga,Right,High/Medium,Normal (170-185),31100000,78,85,73,79,79,79,83,74,68,80,76,70,79,81,78,84,71,77,75,82,70,39,83,80,65,77,29,40,30,11,15,16,12,15
?. Piszczek,Borussia Dortmund,"CB, RB",Poland,80,80,5500000,41000,35,German 1. Bundesliga,Right,High/Medium,Normal (170-185),7700000,77,64,77,78,64,71,80,47,72,74,70,74,66,82,66,78,82,72,78,69,83,81,73,73,65,82,84,81,80,14,11,14,6,12
K. Bellarabi,Bayer 04 Leverkusen,"RM, RW",Germany,82,82,29500000,79000,30,German 1. Bundesliga,Right,High/Medium,Normal (170-185),35700000,78,74,48,78,73,86,71,58,59,84,91,90,86,82,78,84,75,74,70,79,72,38,78,78,57,78,32,30,33,10,12,7,11,10
J. Sancho,Borussia Dortmund,"RM, LM, CAM",England,87,93,124000000,82000,20,German 1. Bundesliga,Right,High/Medium,Normal (170-185),132100000,83,81,38,88,83,92,81,48,68,91,86,81,91,87,90,70,51,77,67,63,44,39,83,87,60,84,32,41,32,7,11,10,11,13
E. Martel,RB Leipzig,"CB, CDM",Germany,57,72,350000,2000,18,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),465000,32,22,56,38,30,30,28,28,34,34,55,55,45,47,60,51,68,55,56,27,54,60,30,30,38,42,58,65,62,5,10,13,5,15
L. Tempelmann,Sport-Club Freiburg,CM,Germany,57,67,375000,3000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),340000,38,36,54,66,37,58,50,43,63,62,64,48,73,55,76,38,67,50,50,34,49,57,42,58,37,50,52,58,57,9,8,13,10,6
C. Türkmen,Bayer 04 Leverkusen,"CM, CDM, CAM",Turkey,58,72,475000,3000,18,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),581000,49,41,50,66,42,64,39,37,61,66,63,64,58,55,69,54,55,57,48,39,57,49,44,51,40,38,60,55,58,10,8,11,6,6
D. Borkowski,RB Leipzig,"ST, LW",Germany,58,75,525000,3000,18,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),639000,38,62,64,45,43,55,40,30,38,62,62,60,60,57,60,58,69,64,56,51,38,20,58,45,50,55,20,20,18,9,11,8,14,8
L. Egloff,VfB Stuttgart,"CAM, RW, CF",Germany,59,81,700000,500,17,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),980000,52,61,33,62,44,61,46,39,54,62,70,67,73,39,71,50,56,57,64,33,37,25,59,61,53,55,33,37,36,11,8,15,10,5
F. Hartmann,RB Leipzig,"ST, RM",Germany,60,78,650000,5000,19,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1000000,52,68,45,50,58,63,45,42,43,63,69,67,69,45,71,65,50,60,45,58,32,18,64,44,55,60,20,26,20,8,11,5,14,12
R. Roesch,FC Augsburg,CAM,Germany,60,72,600000,3000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),750000,39,60,47,63,49,63,48,32,49,60,64,55,68,54,67,61,36,52,59,53,41,33,55,61,52,45,30,36,35,13,10,15,11,11
S. Asta,FC Augsburg,RB,Germany,61,75,750000,2000,19,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1200000,54,28,48,50,34,62,48,37,35,57,68,66,69,55,68,31,61,63,56,32,56,60,55,43,28,41,58,63,64,7,12,9,7,7
J. Villalba,Borussia Mönchengladbach,ST,Paraguay,62,71,900000,5000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),903000,39,68,65,61,64,65,55,46,42,57,68,69,73,58,79,68,89,53,42,62,36,14,52,40,63,48,20,23,16,13,5,11,13,13
C. Özkan,DSC Arminia Bielefeld,"RB, RM",Germany,63,71,1000000,3000,20,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1000000,64,32,54,64,41,59,44,39,56,62,74,69,63,56,70,63,64,62,63,41,58,58,52,48,49,49,60,64,57,11,8,13,10,11
J. Mbom,SV Werder Bremen,"CDM, CM",Germany,64,78,1300000,4000,20,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2200000,43,60,44,65,40,64,40,50,62,64,69,63,71,65,75,63,60,72,60,58,66,60,55,63,59,61,60,60,55,13,13,5,12,5
N. Boujellab,FC Schalke 04,"CAM, CM, CDM",Morocco,65,77,1800000,5000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1900000,50,58,49,65,52,75,54,55,59,70,71,68,77,62,75,58,52,59,47,51,58,38,56,61,59,58,55,54,51,15,15,7,10,7
J. Burkardt,1. FSV Mainz 05,"ST, RW",Germany,65,78,1700000,5000,19,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2400000,48,66,57,62,53,75,48,32,46,67,73,73,74,63,69,62,75,54,64,52,47,22,64,53,50,55,21,24,21,14,9,9,6,14
A. Issah,1. FSV Mainz 05,"ST, LW, RW",Ghana,66,75,1900000,7000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2000000,53,65,45,62,63,71,57,41,37,66,89,88,80,68,77,72,73,62,62,68,78,23,59,43,59,60,24,27,30,14,14,6,7,11
N. De Medina,DSC Arminia Bielefeld,"CB, RB, LB",Belgium,66,73,1600000,6000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1700000,63,43,66,64,46,62,31,34,65,67,71,74,65,62,64,43,69,56,71,34,69,61,18,49,32,58,63,69,67,11,13,11,13,7
J. Thielmann,1. FC Köln,"RM, CF",Germany,67,84,2600000,3000,18,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),3900000,61,64,60,63,62,69,67,44,59,68,72,74,71,66,73,70,68,59,55,69,60,28,62,64,63,56,20,14,30,15,7,13,11,14
A. Kutucu,FC Schalke 04,"ST, CF, RW",Turkey,68,82,2900000,9000,20,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),4700000,43,70,60,64,64,69,53,46,57,67,78,69,75,64,68,78,63,63,67,64,75,30,63,52,53,63,35,45,53,11,9,9,14,14
C. Teuchert,1. FC Union Berlin,"ST, RW",Germany,68,77,2700000,11000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2800000,61,71,60,61,58,75,56,37,44,69,77,75,78,65,75,64,66,66,66,59,50,30,69,49,63,61,24,27,20,8,13,16,11,8
C. Groß,SV Werder Bremen,"CB, CDM",Germany,68,68,825000,10000,31,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1100000,52,54,63,67,35,61,40,53,60,66,59,65,66,69,65,57,68,66,69,55,72,67,59,64,63,76,69,68,70,7,8,6,16,12
A. Gogia,1. FC Union Berlin,"RW, RM, LW",Germany,69,69,1400000,15000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2000000,65,65,41,67,67,75,76,65,56,73,75,68,84,65,86,70,70,73,58,68,45,28,66,63,60,66,31,22,23,10,9,12,11,16
T. Awoniyi,1. FC Union Berlin,"ST, RW",Nigeria,70,78,3600000,37000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),,56,74,68,66,63,68,54,35,52,62,76,77,68,67,70,76,79,66,77,61,64,14,69,53,68,58,20,27,18,10,7,9,8,10
R. Yabo,DSC Arminia Bielefeld,"CM, CAM, RM",Germany,70,70,1600000,14000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),3200000,54,59,55,73,70,73,42,53,70,76,81,79,79,72,79,61,73,70,67,57,64,63,64,70,61,74,64,63,60,15,16,15,16,9
M. Terrazzino,Sport-Club Freiburg,"LM, RM",Germany,70,70,1600000,14000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),3100000,69,54,51,73,65,75,70,64,58,72,67,64,81,68,80,63,42,68,57,56,60,43,69,71,59,57,25,32,28,10,14,8,12,14
J. Morávek,FC Augsburg,"CM, CAM",Czech Republic,70,70,1500000,15000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2900000,72,66,58,77,74,75,64,67,73,74,48,45,73,72,72,70,33,34,66,74,64,60,71,72,69,69,49,58,55,8,13,6,12,8
L. Höler,Sport-Club Freiburg,"ST, CF",Germany,71,73,2400000,16000,25,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),5400000,45,74,75,56,69,57,50,38,41,59,67,73,63,73,64,78,65,81,77,65,70,33,76,54,57,59,40,38,29,8,7,12,10,10
R. Framberger,FC Augsburg,"RB, RWB",Germany,71,76,2600000,13000,24,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),5300000,61,41,54,64,40,50,38,40,51,63,75,87,68,69,73,42,61,64,58,38,65,66,52,48,39,56,70,73,71,13,15,11,8,9
S. Skrzybski,FC Schalke 04,"ST, RM",Germany,71,72,2200000,18000,27,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),5000000,67,73,58,71,73,75,71,59,52,74,83,68,76,73,76,74,79,76,55,72,58,35,74,64,68,63,32,28,21,11,15,10,9,11
A. Ujah,1. FC Union Berlin,ST,Nigeria,71,71,1900000,21000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),4300000,49,71,80,61,60,70,55,44,54,66,68,64,69,71,66,82,92,64,76,64,62,38,70,52,68,72,20,29,23,10,11,15,15,7
C. Clemens,1. FC Köln,"RM, LM",Germany,71,71,1900000,18000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),4300000,71,67,68,71,63,70,75,69,64,71,74,75,67,72,71,73,68,65,68,70,59,40,70,71,55,70,58,49,39,16,6,12,15,6
S. Özcan,1. FC Köln,"CM, CAM, CDM",Germany,72,80,5000000,17000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),9000000,54,61,53,75,50,75,55,53,71,76,74,65,78,66,78,64,55,82,71,52,73,62,61,74,57,69,65,76,69,13,7,9,9,11
R. Sallai,Sport-Club Freiburg,"RM, LM",Hungary,72,77,3500000,15000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),7900000,69,69,49,72,67,76,49,45,62,75,75,65,72,67,71,64,63,59,58,63,59,39,71,69,56,63,32,37,38,7,5,11,14,9
O. Mangala,VfB Stuttgart,"CM, CDM",Belgium,72,80,5000000,15000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),9000000,63,41,52,76,50,76,59,50,70,78,75,70,73,72,81,64,66,75,68,61,67,69,62,77,42,72,74,70,63,7,6,7,7,10
J. Pohjanpalo,Bayer 04 Leverkusen,ST,Finland,72,74,3000000,38000,25,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),6900000,54,75,74,63,72,67,65,45,45,69,64,54,68,74,66,77,69,64,76,69,62,18,75,52,59,68,24,21,18,9,13,7,16,6
K. Möhwald,SV Werder Bremen,"CM, CAM",Germany,72,73,2700000,19000,26,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),6400000,79,58,54,75,75,75,80,68,73,74,64,53,66,74,66,86,53,66,67,84,60,55,69,74,46,73,68,68,41,15,13,12,10,8
N. Höfler,Sport-Club Freiburg,"CDM, CM",Germany,72,72,2000000,16000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),4700000,54,41,61,74,40,64,53,50,68,68,54,63,66,71,65,58,84,73,70,49,66,75,49,63,50,76,72,70,69,6,13,13,10,9
J. Augustin,RB Leipzig,ST,France,73,79,4900000,34000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),10500000,66,76,57,68,69,79,52,38,48,80,79,79,77,69,77,75,67,54,67,65,47,22,78,64,67,62,36,24,17,14,6,8,12,6
G. Castro,VfB Stuttgart,"CM, LB",Germany,73,73,1900000,20000,33,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),4100000,77,63,47,75,66,72,80,69,73,76,55,55,78,75,79,74,73,67,59,72,64,72,67,75,58,80,70,68,69,14,8,13,10,15
Paulinho,Bayer 04 Leverkusen,"CAM, RM",Brazil,74,85,9000000,26000,19,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),18100000,66,68,47,74,58,81,73,55,68,80,79,78,79,69,85,71,70,68,72,65,45,41,68,69,58,71,29,37,32,13,13,10,15,12
M. Richter,FC Augsburg,"RM, RW, LM",Germany,74,82,9500000,21000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),17000000,68,70,58,67,63,78,60,37,53,77,86,69,79,75,78,75,66,71,63,68,41,22,75,69,56,62,21,25,26,12,13,7,5,10
J. Larsen,TSG Hoffenheim,LM,Denmark,74,83,9500000,21000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),16200000,68,74,61,74,63,75,73,65,50,75,83,89,75,74,73,77,67,73,74,63,73,59,73,68,44,66,56,58,44,14,6,11,11,11
F. Klaus,VfL Wolfsburg,"RM, LM",Germany,74,74,4500000,35000,27,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),10200000,72,69,45,74,60,80,69,69,44,77,80,72,77,74,77,75,67,76,67,62,63,34,73,72,62,68,42,33,29,7,6,13,6,8
T. Jedvaj,Bayer 04 Leverkusen,"CB, RB, LB",Croatia,75,81,8000000,38000,24,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),15200000,67,51,75,68,43,60,45,30,60,66,66,70,67,70,65,65,80,65,75,39,83,76,49,39,44,66,74,76,73,15,13,10,10,12
T. Jantschke,Borussia Mönchengladbach,"CB, RB",Germany,75,75,4600000,30000,30,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),9400000,63,35,68,72,37,62,43,40,70,68,61,48,66,78,68,48,83,66,72,44,77,81,52,57,51,80,78,78,77,11,6,7,6,13
A. Finnbogason,FC Augsburg,ST,Iceland,76,76,6500000,29000,31,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),12600000,37,83,68,70,79,75,56,51,67,75,61,61,65,78,65,78,66,50,76,77,64,20,85,72,90,83,30,32,34,6,15,16,15,11
N. Amiri,Bayer 04 Leverkusen,"CAM, CM",Germany,77,82,16000000,48000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),21300000,79,69,44,80,66,85,76,71,78,82,76,64,83,75,78,73,66,76,65,69,50,63,69,78,65,69,56,59,48,12,12,14,12,10
Gonçalo Paciência,FC Schalke 04,ST,Portugal,77,79,13500000,30000,25,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),,34,80,84,69,78,79,67,41,51,79,62,55,72,76,74,77,76,75,78,73,83,37,79,74,79,81,21,30,23,9,8,14,12,7
D. Caligiuri,FC Augsburg,"RM, RWB, RB",Italy,77,77,8500000,29000,32,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),12600000,80,71,63,76,67,75,78,78,70,76,68,68,74,78,67,76,77,82,73,74,72,74,72,75,83,74,71,73,68,12,10,13,6,14
S. Serdar,FC Schalke 04,"CM, CDM, CAM",Germany,78,84,22000000,27000,23,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),26600000,62,72,70,82,55,83,75,52,73,80,69,69,69,77,68,75,84,80,76,77,85,78,68,76,53,70,73,78,73,15,8,5,13,10
K. Pi?tek,Hertha BSC,ST,Poland,78,83,21000000,48000,25,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),24900000,51,84,80,64,75,75,60,40,35,77,75,72,74,75,62,80,81,73,76,69,51,31,86,52,75,72,33,38,24,10,15,10,6,13
V. Grifo,Sport-Club Freiburg,"LM, CF",Italy,78,78,15000000,28000,27,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),19800000,86,70,47,76,73,82,85,80,67,81,73,68,78,74,79,81,52,71,63,75,52,45,77,74,70,70,50,31,30,10,12,8,8,14
André Silva,Eintracht Frankfurt,ST,Portugal,79,84,27000000,32000,24,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),30200000,59,82,78,69,79,80,69,33,59,80,75,67,77,80,73,79,84,76,73,70,75,55,84,71,83,76,28,40,35,14,13,7,11,8
E. Forsberg,RB Leipzig,"CAM, CM",Sweden,79,79,17500000,57000,28,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),21300000,82,71,44,84,65,80,79,75,74,83,70,70,78,80,82,71,53,68,59,72,61,42,74,80,71,76,34,25,16,13,7,9,15,11
L. Stindl,Borussia Mönchengladbach,"CAM, ST",Germany,80,80,17500000,45000,31,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),22100000,74,80,64,82,85,78,77,69,72,83,64,54,68,84,79,84,72,75,69,82,74,60,84,84,83,83,59,61,50,7,10,13,11,12
A. Kramari?,TSG Hoffenheim,"ST, CAM",Croatia,82,82,30500000,56000,29,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),37400000,76,86,69,79,85,86,79,74,53,85,76,67,83,83,84,83,69,76,67,85,73,21,85,72,90,82,35,20,26,8,14,14,7,15
T. Coulibaly,VfB Stuttgart,"LW, RW, CF",France,59,73,525000,2000,19,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),788000,57,48,38,56,54,68,60,41,34,66,75,78,79,42,83,57,49,52,42,36,28,21,49,53,57,42,21,25,27,8,12,5,6,14
O. Schönfelder,SV Werder Bremen,"LM, LB",Germany,62,78,1000000,3000,19,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),1500000,60,60,43,56,58,62,58,41,54,67,76,74,54,53,62,61,51,62,57,49,51,48,53,50,54,55,40,53,52,13,8,10,13,6
M. Doucouré,Borussia Mönchengladbach,"CB, CDM",France,62,75,925000,5000,22,German 1. Bundesliga,Left,Medium/Medium,Normal (170-185),1300000,35,21,56,59,31,48,30,35,50,56,62,64,65,58,66,56,74,34,69,28,63,58,29,48,44,45,63,65,62,12,7,6,9,6
