Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
E. Ünal,Getafe CF,ST,Turkey,75,81,9000000,24000,23,Spain Primera Division,Right,High/Medium,Normal (185+),21900000,56,75,73,74,74,77,68,63,47,76,70,69,74,73,73,85,80,70,83,72,70,29,74,65,80,68,34,33,24,8,14,8,13,13
Rubén Sobrino,Valencia CF,"ST, RM",Spain,75,75,6000000,34000,28,Spain Primera Division,Right,High/Medium,Lean (185+),14700000,58,74,71,70,74,73,71,57,50,79,78,79,73,73,63,79,64,64,69,77,65,30,75,60,66,69,51,31,21,13,8,11,7,15
Pulido,SD Huesca,CB,Spain,75,76,5000000,21000,29,Spain Primera Division,Right,High/Medium,Normal (185+),14800000,50,37,77,70,23,39,52,38,43,68,44,46,49,71,49,58,70,78,80,38,78,75,37,37,47,59,76,76,73,12,6,10,10,7
Unai López,Athletic Club de Bilbao,"CM, CDM",Spain,77,81,15000000,21000,24,Spain Primera Division,Right,High/Medium,Normal (170-),25000000,73,74,51,82,55,76,75,79,74,82,77,71,83,77,88,73,77,77,62,75,72,71,68,77,46,76,67,72,59,9,13,12,13,15
D. Machís,Granada CF,"LM, ST",Venezuela,78,78,15000000,29000,27,Spain Primera Division,Right,High/Medium,Stocky (170-185),23100000,79,76,51,74,57,79,65,73,71,78,88,85,91,68,93,84,81,73,62,79,70,38,75,72,72,71,40,35,24,8,8,10,13,10
Borja Iglesias,Real Betis Balompié,ST,Spain,79,80,20500000,31000,27,Spain Primera Division,Right,High/Medium,Lean (185+),31500000,50,79,80,72,71,73,51,36,65,77,63,69,61,78,72,80,70,72,91,73,66,30,82,71,78,80,32,31,18,14,12,16,13,16
Mata,Getafe CF,ST,Spain,79,79,15000000,36000,31,Spain Primera Division,Right,High/Medium,Normal (185+),24200000,63,84,75,65,73,79,55,48,51,79,67,71,64,84,46,79,73,71,78,71,80,19,85,66,76,76,29,28,29,12,8,10,6,12
Sidnei,Real Betis Balompié,CB,Brazil,79,79,14500000,26000,30,Spain Primera Division,Right,High/Medium,Normal (185+),21000000,59,54,77,78,33,63,36,39,67,75,69,69,46,76,39,74,81,65,93,54,77,80,53,50,58,71,75,78,78,10,16,12,9,14
Diego Costa,Atlético de Madrid,ST,Spain,80,80,18000000,63000,31,Spain Primera Division,Right,High/Medium,Normal (185+),27700000,65,82,83,65,80,75,65,59,52,79,71,75,57,80,53,82,69,73,92,72,93,40,80,74,75,83,58,39,30,11,13,12,8,11
Iñaki Williams,Athletic Club de Bilbao,"ST, RW",Spain,81,84,34000000,35000,26,Spain Primera Division,Right,High/Medium,Normal (185+),48900000,76,79,73,74,74,81,76,53,66,76,93,94,77,78,64,85,88,83,82,78,75,21,85,73,64,81,47,34,29,14,15,14,10,13
Jesús Navas,Sevilla FC,"RB, RM",Spain,84,84,15500000,43000,34,Spain Primera Division,Right,High/Medium,Lean (170-),23100000,83,66,75,81,75,84,82,46,75,83,90,84,81,84,84,75,63,81,39,70,75,83,81,80,56,81,81,78,80,10,10,15,7,13
Piqué,FC Barcelona,CB,Spain,86,86,32500000,220000,33,Spain Primera Division,Right,High/Medium,Unique,43100000,57,65,84,81,57,63,58,43,81,80,48,64,57,88,35,62,74,69,87,51,79,87,64,72,69,87,88,86,84,10,11,14,15,8
L. Suárez,FC Barcelona,ST,Uruguay,87,87,51000000,280000,33,Spain Primera Division,Right,High/Medium,Unique,64600000,80,92,84,83,90,84,86,82,77,84,72,68,76,92,78,89,69,78,85,88,87,41,91,84,83,85,57,45,38,27,25,31,33,37
E. Hazard,Real Madrid CF,"LW, ST",Belgium,88,88,89500000,350000,29,Spain Primera Division,Right,High/Medium,Unique,118900000,77,82,61,85,83,93,83,79,81,91,91,86,92,86,93,82,56,82,63,78,54,41,85,86,87,90,34,27,22,11,12,6,8,8
Sergio Ramos,Real Madrid CF,CB,Spain,89,89,33500000,300000,34,Spain Primera Division,Right,High/Medium,Unique,50200000,66,65,92,82,69,65,74,76,83,83,72,70,78,92,66,79,93,81,85,64,90,88,73,71,92,88,85,88,90,11,8,9,7,11
D. Lainez,Real Betis Balompié,"RM, CM, CAM",Mexico,72,83,5000000,12000,20,Spain Primera Division,Left,High/Medium,Normal (170-),12700000,66,63,48,70,60,80,67,50,62,73,86,75,87,67,91,59,59,60,46,62,59,29,69,65,66,74,50,54,51,14,13,14,7,9
Enric Gallego,CA Osasuna,ST,Spain,73,73,1900000,26000,33,Spain Primera Division,Left,High/Medium,Normal (185+),5300000,43,79,79,65,62,68,50,43,45,73,64,54,53,70,58,77,67,58,82,70,60,20,77,65,73,74,22,17,18,10,14,10,12,10
G. Kondogbia,Valencia CF,"CM, CDM",Central African Republic,79,80,20000000,40000,27,Spain Primera Division,Left,High/Medium,Normal (185+),30500000,65,69,75,81,62,76,62,56,78,79,68,69,73,83,68,86,78,81,94,83,86,82,77,79,45,84,77,79,80,15,10,10,8,10
O. Dembélé,FC Barcelona,"LW, RW",France,83,89,57500000,175000,23,Spain Primera Division,Left,High/Medium,Unique,79900000,81,75,43,78,76,89,82,64,76,84,93,92,89,78,81,83,58,68,51,76,54,36,77,76,75,80,42,30,33,6,6,14,10,13
N. Fekir,Real Betis Balompié,"CAM, RM, ST",France,83,84,43000000,38000,26,Spain Primera Division,Left,High/Medium,Stocky (170-185),66300000,79,82,49,84,77,88,83,79,77,87,80,79,81,79,91,84,64,79,81,83,79,34,83,82,74,89,34,42,30,15,9,8,14,15
Jordi Alba,FC Barcelona,LB,Spain,86,86,49500000,220000,31,Spain Primera Division,Left,High/Medium,Unique,65600000,85,73,70,84,60,81,80,63,79,84,88,88,90,82,85,64,80,88,61,66,76,81,83,78,59,80,74,80,82,13,15,13,6,13
Dani Escriche,SD Huesca,"ST, CAM",Spain,66,74,1900000,7000,22,Spain Primera Division,Right,High/Medium,Lean (170-185),2300000,35,70,69,63,59,64,49,46,40,68,69,68,61,64,69,64,69,64,57,61,42,23,65,55,64,49,55,17,14,12,8,11,13,10
Sergio López,Real Valladolid CF,RB,Spain,67,81,2400000,24000,21,Spain Primera Division,Right,High/Medium,Lean (170-185),,67,52,64,66,48,68,61,41,56,65,76,76,69,65,72,63,61,60,53,59,67,60,50,60,43,62,63,61,63,12,12,11,7,13
De Frutos,Levante Unión Deportiva,"LM, RM, ST",Spain,70,79,3500000,11000,23,Spain Primera Division,Right,High/Medium,Lean (170-185),6200000,64,68,55,67,50,72,64,56,60,69,79,84,79,67,77,67,67,57,32,58,60,18,68,62,58,65,45,29,23,13,8,12,14,14
Son,Levante Unión Deportiva,RB,Spain,71,74,2300000,14000,26,Spain Primera Division,Right,High/Medium,Lean (170-185),5700000,65,45,63,67,41,67,55,45,56,66,75,74,67,68,68,44,64,79,65,47,63,67,66,55,53,67,68,67,68,8,12,10,8,6
Pedri,FC Barcelona,"LM, CAM",Spain,72,88,6000000,10000,17,Spain Primera Division,Right,High/Medium,Lean (170-185),16100000,61,63,49,75,45,77,64,51,77,71,86,75,88,61,88,61,67,58,44,60,59,28,68,77,53,80,45,55,53,12,7,11,8,8
J. Lucumi,Elche CF,"LM, RM",Colombia,73,76,4000000,16000,25,Spain Primera Division,Right,High/Medium,Lean (170-185),11400000,66,69,32,69,55,78,59,34,64,74,79,79,82,69,68,69,51,70,60,67,74,26,69,66,56,68,21,23,27,5,13,12,9,8
Mikel Rico,SD Huesca,"CM, CDM",Spain,73,73,1200000,14000,35,Spain Primera Division,Right,High/Medium,Lean (170-185),3700000,55,73,58,73,53,65,52,63,72,72,46,34,67,77,73,80,79,78,78,67,74,78,69,75,60,76,69,77,71,15,7,10,9,9
Salvi Sánchez,Cádiz CF,"RM, LM",Spain,74,74,4100000,26000,29,Spain Primera Division,Right,High/Medium,Lean (170-185),12100000,70,66,43,70,54,71,68,66,69,69,91,91,79,65,86,62,59,77,43,59,52,38,67,74,63,65,35,39,41,10,12,7,9,6
Lekue,Athletic Club de Bilbao,"RB, RW, LB",Spain,74,75,4400000,18000,27,Spain Primera Division,Right,High/Medium,Lean (170-185),12000000,71,67,62,72,41,74,69,56,64,73,87,79,72,72,71,60,67,74,70,68,67,72,71,70,53,66,68,69,69,15,16,13,13,9
Waldo,Real Valladolid CF,LM,Spain,75,78,7500000,17000,24,Spain Primera Division,Right,High/Medium,Lean (170-185),18500000,68,72,64,67,72,82,76,60,55,78,85,88,83,72,79,83,73,68,65,74,60,40,70,65,58,70,31,30,26,10,6,7,7,8
Coke,Levante Unión Deportiva,"RB, CB",Spain,75,75,2900000,20000,33,Spain Primera Division,Right,High/Medium,Lean (170-185),6300000,75,66,83,73,56,68,70,46,63,74,68,65,67,74,66,70,80,63,64,60,76,77,69,60,71,66,75,74,73,10,9,13,6,16
Ansu Fati,FC Barcelona,"LW, RW",Spain,76,90,17000000,24000,17,Spain Primera Division,Right,High/Medium,Lean (170-185),40100000,69,75,58,72,59,79,64,45,69,77,89,87,89,70,82,67,73,64,48,70,48,19,68,67,74,73,23,32,28,6,9,8,10,7
Nacho Vidal,CA Osasuna,"RB, RWB",Spain,76,79,9000000,26000,25,Spain Primera Division,Right,High/Medium,Lean (170-185),18500000,78,60,72,75,39,68,73,32,65,75,73,75,66,73,68,59,63,70,66,49,59,72,61,59,36,68,64,76,77,8,8,7,11,9
A. Ndiaye,Getafe CF,LM,Senegal,76,82,12000000,23000,23,Spain Primera Division,Right,High/Medium,Lean (170-185),24200000,66,75,65,69,72,83,69,65,61,76,93,92,82,68,74,76,78,65,65,60,75,41,74,67,49,75,41,52,35,6,7,14,8,9
Santi Mina,RC Celta de Vigo,"ST, RW",Spain,76,80,11000000,22000,24,Spain Primera Division,Right,High/Medium,Lean (170-185),21800000,73,74,76,71,74,76,69,55,65,77,74,78,75,77,72,77,73,74,71,71,69,55,81,68,67,69,51,46,49,9,8,14,8,15
Toni Villa,Real Valladolid CF,"LM, CAM",Spain,77,79,13000000,21000,25,Spain Primera Division,Right,High/Medium,Lean (170-185),23900000,75,63,46,78,52,82,75,51,72,83,81,74,86,75,83,63,47,63,41,70,60,52,66,76,60,74,50,56,54,10,7,12,14,15
Aleix Vidal,Sevilla FC,"RM, LM",Spain,77,77,10000000,27000,30,Spain Primera Division,Right,High/Medium,Lean (170-185),17900000,74,68,63,79,48,79,69,46,66,79,82,82,75,77,75,81,76,69,66,59,80,74,69,71,51,72,75,70,74,8,7,8,12,12
Montoya,Real Betis Balompié,"RB, RWB",Spain,77,77,9500000,23000,29,Spain Primera Division,Right,High/Medium,Lean (170-185),15800000,79,50,62,73,66,71,77,55,69,74,77,75,76,73,77,79,75,79,65,67,69,78,63,63,50,70,72,76,74,6,15,16,8,8
Emerson,Real Betis Balompié,"RB, RM, RWB",Brazil,78,88,30000000,17000,21,Spain Primera Division,Right,High/Medium,Lean (170-185),34500000,75,57,68,77,44,72,73,47,65,73,79,80,74,75,69,77,78,79,74,62,79,72,71,61,48,65,70,78,79,11,13,9,10,13
De Marcos,Athletic Club de Bilbao,"RB, RW",Spain,78,78,10000000,24000,31,Spain Primera Division,Right,High/Medium,Lean (170-185),15800000,78,59,59,75,57,75,77,53,69,75,77,84,73,78,77,73,77,89,72,56,77,76,74,70,55,75,69,74,74,8,6,13,15,9
Odriozola,Real Madrid CF,RB,Spain,79,82,22000000,110000,24,Spain Primera Division,Right,High/Medium,Lean (170-185),29800000,81,45,73,77,48,76,69,30,70,77,79,78,78,75,78,58,71,79,58,59,62,74,66,63,62,67,73,76,77,11,12,10,5,14
Morales,Levante Unión Deportiva,"ST, LM, RM",Spain,79,79,14000000,32000,32,Spain Primera Division,Right,High/Medium,Lean (170-185),21000000,77,78,64,77,79,86,82,68,68,83,86,86,77,78,80,78,60,78,67,77,58,58,84,75,76,84,63,54,45,14,13,13,16,8
A. Mandi,Real Betis Balompié,CB,Algeria,79,80,16500000,27000,28,Spain Primera Division,Right,High/Medium,Lean (170-185),27200000,73,41,82,81,49,65,67,49,78,77,68,67,73,78,66,52,80,66,78,49,76,83,67,70,35,78,79,79,81,15,16,9,10,14
Ángel,Getafe CF,ST,Spain,79,79,11000000,36000,33,Spain Primera Division,Right,High/Medium,Lean (170-185),16800000,56,85,73,72,80,77,62,50,49,83,72,73,73,81,77,80,75,59,68,79,72,26,85,62,69,70,42,23,20,6,13,8,14,11
Vinícius Jr.,Real Madrid CF,LW,Brazil,80,93,50000000,95000,19,Spain Primera Division,Right,High/Medium,Lean (170-185),73600000,71,68,50,72,70,88,77,62,67,85,95,95,94,75,82,73,75,79,62,68,58,26,75,73,65,74,32,25,18,5,7,7,7,10
Š. Vrsaljko,Atlético de Madrid,RB,Croatia,80,80,19000000,56000,28,Spain Primera Division,Right,High/Medium,Lean (170-185),25600000,81,44,73,76,53,74,70,57,70,79,77,79,66,75,72,75,84,84,72,58,75,79,65,68,52,67,78,80,77,15,11,10,10,12
Bartra,Real Betis Balompié,"CB, CDM",Spain,80,80,17500000,29000,29,Spain Primera Division,Right,High/Medium,Lean (170-185),26300000,57,55,78,79,43,70,66,51,79,78,73,72,71,82,73,73,88,69,73,68,77,83,61,75,52,76,79,81,80,10,15,13,12,8
S. Arias,Atlético de Madrid,RB,Colombia,81,81,23500000,60000,28,Spain Primera Division,Right,High/Medium,Lean (170-185),30800000,77,51,69,75,43,74,47,54,72,77,77,85,78,78,74,56,81,93,69,50,80,77,70,64,56,76,76,79,78,14,7,14,15,16
Sergi Roberto,FC Barcelona,"RB, CM",Spain,83,83,33000000,175000,28,Spain Primera Division,Right,High/Medium,Lean (170-185),45100000,83,63,72,84,50,78,78,60,78,82,75,79,69,80,74,65,43,92,69,66,68,79,69,83,57,76,75,79,78,14,16,11,15,10
L. Modri?,Real Madrid CF,CM,Croatia,87,87,36500000,260000,34,Spain Primera Division,Right,High/Medium,Lean (170-185),50200000,86,72,55,91,76,85,85,78,89,90,76,70,91,88,92,79,68,84,58,82,62,79,78,90,82,92,68,75,71,13,9,7,14,9
Bryan Gil,Sevilla FC,"LW, LM",Spain,65,83,1800000,4000,19,Spain Primera Division,Left,High/Medium,Lean (170-185),3300000,63,63,34,62,62,72,58,52,51,70,70,66,76,59,73,64,51,44,30,60,32,21,60,56,47,70,25,29,22,13,10,14,6,6
Kike Pérez,Real Valladolid CF,"CM, CDM",Spain,66,73,1700000,5000,23,Spain Primera Division,Left,High/Medium,Lean (170-185),2100000,47,48,58,72,47,62,65,63,70,70,55,59,63,68,69,57,64,65,57,60,56,62,55,66,37,52,54,65,47,9,14,13,15,10
Aihen Muñoz,Real Sociedad,LB,Spain,73,82,6500000,17000,22,Spain Primera Division,Left,High/Medium,Lean (170-185),12700000,68,49,65,69,45,72,63,29,75,68,79,77,70,77,73,55,65,69,66,60,55,72,70,66,36,72,73,72,66,10,9,10,15,15
Luisinho,SD Huesca,LB,Portugal,73,73,925000,13000,35,Spain Primera Division,Left,High/Medium,Lean (170-185),2400000,76,49,68,75,45,69,67,59,68,71,69,67,68,73,76,59,34,52,59,53,81,76,66,64,51,68,63,77,78,8,8,13,8,12
D. K?dzior,SD Eibar,"RM, RW",Poland,74,74,4200000,24000,28,Spain Primera Division,Left,High/Medium,Lean (170-185),11600000,85,70,60,68,70,71,87,77,74,74,76,75,79,67,82,73,79,79,60,71,59,53,74,70,50,67,44,41,42,8,10,15,10,9
Álex Martínez,Granada CF,LB,Spain,74,74,3700000,21000,29,Spain Primera Division,Left,High/Medium,Lean (170-185),9700000,78,51,59,72,40,70,65,71,65,73,73,76,72,57,63,77,70,89,55,62,68,70,62,53,55,64,60,74,72,16,9,16,14,12
T. Kubo,Villarreal CF,"RM, CM, CAM",Japan,75,89,13500000,59000,19,Spain Primera Division,Left,High/Medium,Lean (170-185),,61,70,39,73,57,85,68,72,58,81,89,76,87,65,84,66,54,77,52,60,43,29,68,72,61,70,40,43,48,6,7,15,10,10
Pedraza,Villarreal CF,"LB, LM",Spain,75,80,8000000,22000,24,Spain Primera Division,Left,High/Medium,Lean (170-185),17400000,75,72,64,72,59,75,68,57,68,76,78,81,72,71,63,78,63,83,71,69,71,68,68,66,64,64,72,71,72,12,6,14,7,12
Carlos Neva,Granada CF,LB,Spain,76,81,10500000,20000,24,Spain Primera Division,Left,High/Medium,Lean (170-185),19600000,76,45,65,70,37,70,54,35,45,69,78,78,75,74,69,64,58,68,61,49,69,74,67,51,48,61,74,77,75,8,11,9,6,12
Clerc,Levante Unión Deportiva,LB,Spain,76,76,7000000,22000,28,Spain Primera Division,Left,High/Medium,Lean (170-185),13700000,74,56,62,72,48,76,72,46,64,74,82,90,78,68,75,64,73,89,73,59,62,71,67,64,44,73,69,71,72,7,14,11,10,14
S. Chukwueze,Villarreal CF,RM,Nigeria,77,86,23500000,23000,21,Spain Primera Division,Left,High/Medium,Lean (170-185),32200000,69,71,44,69,70,87,71,58,56,80,92,85,87,72,80,76,67,73,53,74,47,33,75,68,55,70,40,32,33,13,7,9,7,6
Álex Moreno,Real Betis Balompié,"LB, LWB, LM",Spain,77,78,11000000,22000,27,Spain Primera Division,Left,High/Medium,Lean (170-185),19600000,75,59,60,73,65,78,69,57,64,75,87,90,85,74,79,61,62,93,51,56,63,69,73,73,70,60,70,74,71,15,7,12,11,9
Renan Lodi,Atlético de Madrid,LB,Brazil,81,87,38500000,49000,22,Spain Primera Division,Left,High/Medium,Lean (170-185),48400000,81,64,68,76,59,81,81,57,75,81,85,83,83,80,82,76,76,84,69,68,78,76,76,73,54,79,75,77,78,12,7,11,10,15
Cucurella,Getafe CF,"LM, LB",Spain,81,89,58000000,28000,21,Spain Primera Division,Left,High/Medium,Lean (170-185),61000000,80,67,57,81,55,79,78,48,79,80,80,81,78,82,84,73,77,88,66,65,76,73,79,78,47,74,71,78,77,13,7,9,10,11
Canales,Real Betis Balompié,"CM, LM, RM",Spain,82,82,29500000,36000,29,Spain Primera Division,Left,High/Medium,Lean (170-185),45200000,79,82,46,83,63,83,82,81,82,84,78,78,82,83,76,78,39,76,68,81,63,77,85,87,74,79,60,71,55,15,12,16,13,12
Gayà,Valencia CF,LB,Spain,83,88,49500000,46000,25,Spain Primera Division,Left,High/Medium,Lean (170-185),66300000,81,61,58,82,58,79,80,49,75,82,81,86,81,83,79,62,53,84,63,59,76,80,77,75,52,76,79,82,84,13,10,9,12,9
Oyarzabal,Real Sociedad,"LW, RW",Spain,84,90,66500000,47000,23,Spain Primera Division,Left,High/Medium,Lean (170-185),97800000,82,84,60,81,73,85,74,71,73,84,80,81,80,81,79,80,72,82,57,81,52,29,83,85,83,75,55,32,30,10,6,10,13,11
Kuki Zalazar,Real Valladolid CF,"CAM, RM, ST",Spain,65,74,1600000,5000,22,Spain Primera Division,Left,High/Medium,Normal (170-185),1900000,68,59,54,69,47,71,76,73,56,70,60,55,75,56,73,71,61,31,39,66,30,27,60,63,59,55,29,21,14,13,11,14,15,13
Jon Morcillo,Athletic Club de Bilbao,LW,Spain,67,76,2300000,6000,21,Spain Primera Division,Left,High/Medium,Normal (170-185),2800000,72,62,63,68,52,72,71,69,52,68,79,77,79,55,74,76,67,64,63,68,43,30,51,55,75,69,28,42,34,12,10,14,11,12
Javi Galán,SD Huesca,"LB, LM",Spain,72,77,3200000,15000,25,Spain Primera Division,Left,High/Medium,Normal (170-185),8200000,73,50,70,76,49,67,68,66,68,68,79,78,78,72,76,61,64,76,62,53,54,67,58,56,48,67,60,65,67,14,14,10,6,8
David Juncà,RC Celta de Vigo,"LB, LWB",Spain,72,75,2800000,15000,26,Spain Primera Division,Left,High/Medium,Normal (170-185),7400000,73,35,69,72,43,61,59,58,61,61,70,69,72,67,78,61,75,85,70,46,72,69,55,48,55,67,62,70,70,10,9,16,8,9
Luna,Levante Unión Deportiva,"LB, LM",Spain,72,72,2100000,16000,29,Spain Primera Division,Left,High/Medium,Normal (170-185),5500000,75,60,66,71,56,67,58,45,63,72,68,68,64,67,67,78,72,71,73,55,81,72,63,69,43,66,70,70,71,6,12,5,15,8
Toni Lato,Valencia CF,LB,Spain,73,81,6500000,20000,22,Spain Primera Division,Left,High/Medium,Normal (170-185),12700000,79,55,65,72,59,70,75,38,75,71,77,77,72,70,80,64,51,68,56,53,67,67,68,64,39,64,68,70,71,7,10,13,9,9
Rafa Soares,SD Eibar,LB,Portugal,73,78,4200000,8000,25,Spain Primera Division,Left,High/Medium,Normal (170-185),,74,53,59,71,60,72,72,70,65,71,75,73,71,74,71,79,64,72,60,70,68,69,70,67,45,65,68,71,73,11,13,16,14,6
A. Espino,Cádiz CF,LB,Uruguay,74,74,3800000,24000,28,Spain Primera Division,Left,High/Medium,Normal (170-185),10600000,70,57,62,67,50,64,65,49,56,63,75,77,72,66,79,73,66,87,70,55,69,70,62,56,51,69,67,75,74,15,6,8,12,5
Aleñá,FC Barcelona,"CM, RM, CAM",Spain,74,82,9500000,84000,22,Spain Primera Division,Left,High/Medium,Normal (170-185),18000000,67,66,34,77,41,73,67,59,74,76,72,71,76,76,73,68,52,66,64,73,55,70,70,77,73,79,64,62,50,12,9,10,8,12
Luis Rioja,Deportivo Alavés,LM,Spain,74,75,5000000,21000,26,Spain Primera Division,Left,High/Medium,Normal (170-185),14100000,73,69,32,70,43,75,67,68,65,74,84,77,85,71,81,75,71,73,45,57,36,27,70,65,69,59,42,26,28,6,9,10,12,14
Balenziaga,Athletic Club de Bilbao,LB,Spain,74,74,2900000,18000,32,Spain Primera Division,Left,High/Medium,Normal (170-185),7400000,76,35,71,70,50,68,76,33,69,72,72,75,69,68,69,61,77,76,72,54,78,72,54,62,44,75,70,73,71,15,10,7,6,11
Quique,SD Eibar,"ST, LM, RM",Spain,74,74,4100000,25000,30,Spain Primera Division,Left,High/Medium,Normal (170-185),11600000,69,77,72,66,69,72,68,59,61,70,76,71,92,77,74,72,76,66,72,73,49,44,79,62,71,70,43,37,32,14,13,10,12,9
J. Sánchez Miño,Elche CF,"LB, CM",Argentina,75,75,4800000,18000,30,Spain Primera Division,Left,High/Medium,Normal (170-185),12100000,82,68,64,78,64,76,77,71,75,76,71,72,73,72,69,78,64,78,69,78,71,72,74,78,68,74,73,74,68,12,13,11,14,9
Toño García,Levante Unión Deportiva,"LB, LM",Spain,76,76,6500000,21000,30,Spain Primera Division,Left,High/Medium,Normal (170-185),12600000,80,62,52,77,56,77,82,59,68,77,79,81,79,75,81,71,62,78,66,61,59,72,76,69,62,79,68,70,73,15,13,7,10,15
M. Olivera,Getafe CF,"LB, LM",Uruguay,77,85,22500000,22000,22,Spain Primera Division,Left,High/Medium,Normal (170-185),26500000,72,49,71,68,38,70,67,41,60,73,76,78,67,78,51,56,75,78,75,48,79,75,63,60,42,70,72,76,75,14,14,12,13,15
Sergi Guardiola,Real Valladolid CF,ST,Spain,77,77,10500000,24000,29,Spain Primera Division,Left,High/Medium,Normal (170-185),18900000,52,77,70,74,75,78,73,43,41,80,73,75,74,77,70,76,70,72,81,72,75,28,81,63,68,74,32,19,18,11,14,11,11,11
L. Olaza,RC Celta de Vigo,LB,Uruguay,77,80,13000000,16000,25,Spain Primera Division,Left,High/Medium,Normal (170-185),,78,65,65,77,59,73,76,80,64,78,77,76,70,67,77,81,66,75,68,78,70,73,77,69,72,72,67,80,79,8,14,11,11,12
D. Cheryshev,Valencia CF,LM,Russia,77,77,10500000,35000,29,Spain Primera Division,Left,High/Medium,Normal (170-185),17900000,84,72,58,74,69,74,76,61,77,77,75,83,74,78,71,81,75,69,67,84,62,62,75,76,64,70,47,58,55,16,7,14,7,8
Alberto Moreno,Villarreal CF,LB,Spain,77,77,10000000,29000,27,Spain Primera Division,Left,High/Medium,Normal (170-185),16800000,78,59,61,74,40,76,66,40,64,80,82,87,81,76,86,80,86,76,59,74,83,70,71,61,54,66,67,75,76,10,14,9,10,11
Jony,CA Osasuna,LM,Spain,78,78,14000000,58000,28,Spain Primera Division,Left,High/Medium,Normal (170-185),,80,69,44,77,63,77,81,78,75,77,79,85,82,73,79,69,35,73,67,73,60,56,74,76,59,76,55,51,46,11,16,13,13,9
Nacho,Real Valladolid CF,"LB, LWB",Spain,78,78,10000000,21000,31,Spain Primera Division,Left,High/Medium,Normal (170-185),15800000,75,43,63,64,63,65,72,58,67,74,82,80,80,75,78,75,81,83,63,64,65,75,59,58,40,65,76,79,75,13,12,11,14,8
P. Estupiñán,Villarreal CF,LB,Ecuador,79,86,34000000,29000,22,Spain Primera Division,Left,High/Medium,Normal (170-185),35700000,79,20,75,79,38,72,59,36,62,73,82,84,76,72,72,41,65,79,75,42,74,69,52,42,40,59,70,80,79,14,7,14,7,7
Rubén García,CA Osasuna,"LM, ST, CAM",Spain,79,79,19000000,37000,26,Spain Primera Division,Left,High/Medium,Normal (170-185),28400000,78,78,56,80,59,79,74,78,79,80,85,73,81,73,86,76,65,69,49,78,58,33,74,78,69,67,35,40,35,9,14,13,14,10
Rafinha,FC Barcelona,"CM, CAM, RM",Brazil,79,80,20000000,140000,27,Spain Primera Division,Left,High/Medium,Normal (170-185),29800000,72,73,55,85,76,86,75,61,76,83,68,69,79,77,79,80,74,58,66,82,50,70,77,81,67,80,68,72,66,11,6,15,13,7
Mario Hermoso,Atlético de Madrid,CB,Spain,80,83,25000000,51000,25,Spain Primera Division,Left,High/Medium,Normal (170-185),35100000,71,42,75,77,41,66,68,55,76,76,73,77,75,80,65,65,86,76,79,46,81,81,64,65,45,76,79,82,80,13,8,10,5,8
Suso,Sevilla FC,"RW, CAM",Spain,81,81,28000000,39000,26,Spain Primera Division,Left,High/Medium,Normal (170-185),39900000,84,70,50,84,72,87,87,80,75,88,79,74,80,77,83,78,51,74,55,87,23,20,75,82,72,76,50,23,18,15,15,9,8,9
Marco Asensio,Real Madrid CF,"LW, RW",Spain,82,86,43500000,160000,24,Spain Primera Division,Left,High/Medium,Normal (170-185),61600000,81,77,57,81,79,84,83,76,80,86,79,79,79,78,76,86,58,76,61,83,45,45,80,81,62,82,40,42,39,13,9,6,12,10
Gerard Moreno,Villarreal CF,"ST, RM, CF",Spain,83,83,37000000,56000,28,Spain Primera Division,Left,High/Medium,Normal (170-185),56700000,78,88,81,79,80,81,75,62,73,82,75,77,74,86,68,81,76,76,75,80,61,42,85,76,75,77,44,41,41,15,12,7,12,10
Yuri Berchiche,Athletic Club de Bilbao,LB,Spain,83,83,31500000,35000,30,Spain Primera Division,Left,High/Medium,Normal (170-185),43100000,82,61,75,82,59,72,80,55,72,80,82,84,77,80,80,80,85,86,80,76,85,82,62,66,59,78,80,80,77,12,13,9,8,11
David Silva,Real Sociedad,"CAM, CM",Spain,86,86,32000000,58000,34,Spain Primera Division,Left,High/Medium,Normal (170-185),47300000,84,72,53,92,82,86,82,77,84,91,68,61,85,87,87,72,64,70,46,73,56,50,86,91,75,92,58,53,29,6,15,7,6,12
Javi Vázquez,Sevilla FC,"LWB, LB",Spain,61,74,750000,2000,19,Spain Primera Division,Right,High/Medium,Normal (170-185),1200000,62,30,63,62,32,40,35,32,41,59,55,61,48,58,63,42,70,52,55,31,53,58,35,40,48,43,62,62,60,7,14,8,8,9
Pablo Martínez,Levante Unión Deportiva,"CM, CAM",Spain,62,73,900000,4000,22,Spain Primera Division,Right,High/Medium,Normal (170-185),1200000,48,46,56,72,46,59,54,58,71,61,60,64,54,58,66,60,63,51,56,48,52,56,57,63,58,46,55,57,54,7,12,7,13,10
