Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Samir,Udinese Calcio,"CB, LB",Brazil,71,75,2300000,10000,25,Italian Serie A,Left,Medium/High,Normal (185+),5100000,63,24,68,62,28,58,29,30,58,62,60,62,50,66,36,60,58,66,72,26,78,73,30,47,44,65,72,76,74,11,11,14,11,14
O. Colley,U.C. Sampdoria,CB,Gambia,74,77,4800000,16000,27,Italian Serie A,Left,Medium/High,Lean (185+),11300000,44,28,79,62,24,44,38,37,52,62,54,75,59,72,44,41,62,76,88,31,84,70,28,32,33,70,66,77,74,8,7,7,14,13
R. Mandragora,Udinese Calcio,"CM, CDM",Italy,74,80,6500000,14000,23,Italian Serie A,Left,Medium/High,Lean (170-185),15000000,65,59,65,78,55,76,66,57,76,76,50,59,71,74,73,70,67,73,72,69,67,75,62,76,52,69,77,75,69,13,14,9,14,16
Samu Castillejo,AC Milan,"RM, LM",Spain,79,80,21000000,42000,25,Italian Serie A,Left,Medium/High,Lean (170-185),26600000,79,75,43,79,58,82,78,75,74,82,84,79,82,76,78,78,61,59,49,71,48,50,77,78,59,72,45,43,25,13,16,15,8,14
A. Romagnoli,AC Milan,CB,Italy,83,87,45500000,51000,25,Italian Serie A,Left,Medium/High,Normal (185+),53300000,36,30,78,75,28,68,36,24,71,76,68,72,59,80,53,64,79,71,79,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9
F. Acerbi,Lazio,CB,Italy,83,83,23500000,75000,32,Italian Serie A,Left,Medium/High,Normal (185+),28100000,25,37,82,75,39,65,62,56,79,72,66,59,32,85,35,75,67,83,86,60,77,86,20,65,72,85,87,87,85,11,9,9,13,11
G. Chiellini,Juventus,CB,Italy,87,87,21000000,95000,35,Italian Serie A,Left,Medium/High,Normal (185+),25600000,54,33,83,65,45,59,60,31,65,61,60,70,57,82,57,78,87,54,87,49,90,88,28,50,50,84,94,90,88,3,3,2,4,3
M. Ballarini,Udinese Calcio,"CM, RB, RM",Italy,59,74,525000,2000,19,Italian Serie A,Right,High/Medium,Lean (185+),788000,56,29,37,65,33,62,56,42,52,64,73,80,61,62,72,48,52,83,44,42,46,48,58,60,44,55,52,47,43,6,7,5,10,12
G. Cangiano,Bologna,"LW, ST",Italy,59,75,575000,2000,18,Italian Serie A,Right,High/Medium,Lean (170-),788000,58,57,47,54,50,66,50,49,49,67,69,65,68,44,72,65,42,48,42,47,41,26,53,54,56,46,25,28,31,11,8,10,9,7
Raul Asencio,Genoa,ST,Spain,64,74,1300000,4000,22,Italian Serie A,Right,High/Medium,Lean (185+),1500000,39,66,68,63,47,60,44,36,43,63,70,70,69,59,52,60,69,60,68,55,42,25,63,52,61,65,19,18,15,9,9,7,9,11
H. Rafia,Juventus,CAM,Tunisia,65,74,1600000,11000,21,Italian Serie A,Right,High/Medium,Stocky (170-185),1600000,61,60,38,63,55,72,72,72,60,71,68,64,63,64,82,74,49,48,62,74,68,28,59,61,59,63,26,33,19,13,12,5,9,11
S. Esposito,Inter,ST,Italy,66,86,2300000,5000,17,Italian Serie A,Right,High/Medium,Lean (185+),3400000,59,67,65,60,59,69,75,74,57,68,71,67,55,62,69,65,62,57,63,67,41,25,65,61,67,55,24,41,29,15,12,12,10,10
T. Pobega,AC Milan,CM,Italy,67,77,2200000,9000,20,Italian Serie A,Right,High/Medium,Normal (185+),2300000,51,69,65,69,59,66,55,54,67,69,70,69,69,62,68,68,65,70,69,70,66,63,63,64,48,57,65,64,65,6,10,15,13,6
J. Segre,Torino F.C.,CM,Italy,67,75,2300000,12000,23,Italian Serie A,Right,High/Medium,Normal (185+),2100000,55,60,57,73,58,64,48,42,72,70,67,62,55,60,63,66,54,65,56,63,64,60,67,65,52,61,61,66,58,7,12,11,11,9
R. Bellanova,Atalanta,RB,Italy,68,83,2800000,8000,20,Italian Serie A,Right,High/Medium,Normal (185+),,69,32,56,57,35,62,38,33,44,60,76,69,58,63,56,26,60,70,61,27,68,65,53,44,41,49,62,70,67,8,8,9,8,6
S. Walukiewicz,Cagliari,CB,Poland,68,81,2700000,8000,20,Italian Serie A,Right,High/Medium,Normal (185+),3900000,23,36,69,66,28,44,27,22,58,65,61,52,51,62,51,42,76,64,79,42,59,66,29,40,38,60,65,72,66,10,14,6,15,6
A. Di Gaudio,Hellas Verona,LW,Italy,70,70,1500000,16000,30,Italian Serie A,Right,High/Medium,Normal (170-),3100000,65,57,40,64,54,74,70,34,54,76,88,83,90,66,93,62,54,75,31,63,38,22,64,66,56,70,46,21,24,7,9,5,6,6
M. Sau,Benevento,"ST, CF",Italy,70,70,1300000,11000,32,Italian Serie A,Right,High/Medium,Normal (170-),2500000,68,69,49,73,73,76,73,70,59,75,85,84,90,78,94,66,75,74,52,64,38,14,79,74,74,75,48,22,22,3,3,3,3,3
M. Müldür,U.S. Sassuolo Calcio,"RB, CB",Turkey,71,82,4000000,13000,21,Italian Serie A,Right,High/Medium,Lean (185+),7000000,58,46,72,69,42,66,46,37,60,75,78,76,82,68,71,57,80,78,68,54,64,64,38,52,35,65,67,68,66,6,6,12,6,7
A. Calabresi,Bologna,"RB, CB",Italy,71,76,2600000,15000,24,Italian Serie A,Right,High/Medium,Lean (185+),5300000,71,22,66,64,31,64,31,34,48,65,55,64,54,68,61,45,67,65,75,29,69,74,45,56,44,64,74,76,74,6,8,12,12,13
K. Rüegg,Hellas Verona,"RB, CDM, CM",Switzerland,72,82,5000000,12000,21,Italian Serie A,Right,High/Medium,Stocky (170-185),9200000,67,41,64,67,45,70,58,36,68,68,83,79,70,68,76,46,70,83,80,35,77,63,63,59,30,71,67,72,70,6,9,8,11,13
F. Santander,Bologna,ST,Paraguay,72,72,2300000,25000,29,Italian Serie A,Right,High/Medium,Normal (185+),5600000,56,74,75,69,67,68,55,55,55,70,67,66,67,69,63,76,81,67,84,64,76,33,76,68,69,72,32,19,23,10,7,13,10,12
?. Teodorczyk,Udinese Calcio,ST,Poland,72,72,2300000,14000,29,Italian Serie A,Right,High/Medium,Normal (185+),5600000,57,74,79,66,69,65,50,49,45,69,57,63,60,70,58,76,68,66,78,66,74,24,79,65,65,72,37,22,20,15,11,7,7,14
A. Rispoli,Crotone,"RB, RM",Italy,72,72,1700000,9000,31,Italian Serie A,Right,High/Medium,Normal (185+),4000000,71,68,70,68,51,69,61,54,66,71,77,80,70,70,53,67,79,75,77,55,67,67,67,61,59,67,67,70,66,15,10,14,9,12
J. Kurti?,Parma,"CM, CAM",Slovenia,74,74,3500000,27000,31,Italian Serie A,Right,High/Medium,Normal (185+),8600000,67,60,71,77,69,71,68,75,75,75,61,57,62,74,62,80,64,70,78,76,77,75,74,72,65,75,65,75,72,14,13,10,11,6
C. Kouamé,Fiorentina,"ST, CF",Côte d'Ivoire,75,82,11500000,42000,22,Italian Serie A,Right,High/Medium,Lean (185+),18100000,57,78,74,70,66,77,52,45,52,75,81,84,74,69,65,72,92,63,73,58,55,37,78,65,61,68,41,35,32,15,13,6,7,14
Y. Karamoh,Parma,"RM, RW",France,75,82,11500000,22000,21,Italian Serie A,Right,High/Medium,Lean (185+),19000000,67,68,65,73,66,82,67,44,65,79,79,77,72,70,65,69,67,69,60,70,50,29,72,73,65,73,23,31,26,14,10,10,8,12
M. Pjaca,Genoa,"LW, RW, CAM",Croatia,75,78,7500000,18000,25,Italian Serie A,Right,High/Medium,Normal (185+),15900000,76,61,68,77,72,86,82,72,67,87,74,78,77,68,58,76,67,67,73,72,50,30,62,68,72,70,41,42,34,11,5,10,9,12
A. Rrahmani,Napoli,CB,Kosovo,76,80,9000000,47000,26,Italian Serie A,Right,High/Medium,Normal (185+),16000000,49,43,75,62,39,59,49,21,60,64,54,69,49,65,47,60,72,73,85,66,78,70,49,48,34,65,78,82,80,12,8,13,8,7
A. Maruši?,Lazio,RM,Montenegro,77,77,11000000,52000,27,Italian Serie A,Right,High/Medium,Normal (185+),16200000,78,66,72,75,68,78,72,48,68,77,85,88,64,76,67,79,80,75,77,77,71,73,73,72,58,72,72,72,73,8,9,7,10,10
M. Pašali?,Atalanta,"CM, CAM",Croatia,77,81,14500000,47000,25,Italian Serie A,Right,High/Medium,Lean (185+),20400000,68,66,65,80,69,78,69,59,78,80,60,65,69,75,54,78,68,76,75,75,76,72,75,74,61,74,61,72,64,11,13,13,13,14
J. Kucka,Parma,"CM, CDM",Slovakia,77,77,6500000,33000,33,Italian Serie A,Right,High/Medium,Normal (185+),9000000,68,68,75,76,69,75,68,69,76,77,60,55,68,79,54,85,90,86,87,79,86,78,75,73,71,75,77,77,78,14,8,9,15,8
K. Boateng,Fiorentina,"CF, CM",Ghana,78,78,9000000,57000,33,Italian Serie A,Right,High/Medium,Normal (185+),11100000,72,76,74,80,83,80,80,71,74,84,64,64,76,72,68,84,78,53,82,78,80,64,78,78,68,82,58,70,66,6,11,15,16,6
A. Rebi?,AC Milan,"ST, CAM",Croatia,79,80,21000000,48000,26,Italian Serie A,Right,High/Medium,Normal (185+),26600000,74,80,70,72,82,80,76,66,57,81,84,91,74,76,68,85,65,78,81,79,84,29,77,70,63,75,28,50,25,13,15,12,13,14
J. Correa,Lazio,"CF, ST, CAM",Argentina,81,84,34500000,73000,25,Italian Serie A,Right,High/Medium,Lean (185+),39900000,74,77,68,81,75,88,81,63,74,86,81,86,84,80,67,79,63,76,74,71,48,36,79,78,57,73,39,37,26,11,10,7,8,8
D. Zapata,Atalanta,ST,Colombia,83,83,36500000,87000,29,Italian Serie A,Right,High/Medium,Normal (185+),44200000,44,88,83,75,77,79,48,62,47,81,72,78,67,82,60,86,79,72,93,64,72,20,86,59,70,82,52,24,22,9,9,8,6,8
S. Milinkovi?-Savi?,Lazio,"CM, CDM, CAM",Serbia,85,89,74500000,95000,25,Italian Serie A,Right,High/Medium,Normal (185+),87000000,64,80,86,85,74,86,78,75,85,88,66,72,64,83,63,83,85,85,88,80,79,78,79,85,56,84,78,79,74,7,10,7,16,7
L. Insigne,Napoli,"LW, CF",Italy,85,85,53000000,120000,29,Italian Serie A,Right,High/Medium,Unique,63800000,83,75,59,83,74,90,87,77,78,93,92,84,93,80,93,78,50,70,34,84,34,26,81,85,74,83,53,24,22,8,4,14,9,10
A. Gómez,Atalanta,"CAM, CF, ST",Argentina,86,86,54000000,100000,32,Italian Serie A,Right,High/Medium,Normal (170-),58700000,83,80,38,86,72,87,82,79,77,86,94,86,93,86,94,76,70,73,44,82,56,40,82,87,72,85,50,30,34,8,11,12,9,6
C. Immobile,Lazio,ST,Italy,87,87,78000000,125000,30,Italian Serie A,Right,High/Medium,Unique,82500000,55,93,81,80,85,83,70,51,53,84,82,85,75,90,77,86,77,78,77,80,77,40,93,71,88,86,34,33,32,6,8,15,12,6
T. Gomelt,Crotone,CM,Croatia,62,67,575000,2000,25,Italian Serie A,Left,High/Medium,Lean (185+),750000,57,65,60,72,64,67,59,56,67,72,74,64,69,51,57,61,47,59,64,62,41,37,70,51,58,53,39,53,45,11,7,13,11,15
S. Ingelsson,Udinese Calcio,"CM, CF",Sweden,63,74,1100000,3000,22,Italian Serie A,Left,High/Medium,Normal (185+),1300000,63,50,39,67,52,65,58,40,65,67,68,80,69,61,44,63,34,73,72,55,70,52,62,62,48,64,63,56,52,12,9,10,11,11
J. Odgaard,U.S. Sassuolo Calcio,ST,Denmark,66,75,1900000,7000,21,Italian Serie A,Left,High/Medium,Normal (185+),1900000,42,70,61,56,53,68,52,34,38,68,67,68,64,65,63,67,53,68,77,56,39,22,68,58,59,65,55,31,22,8,13,13,8,11
A. Favilli,Hellas Verona,ST,Italy,67,75,2300000,6000,23,Italian Serie A,Left,High/Medium,Normal (185+),,37,72,72,56,65,65,52,39,37,67,64,63,59,58,72,65,56,64,73,55,29,10,72,40,67,60,21,24,10,4,5,5,4,3
C. Lykogiannis,Cagliari,"LB, CB, LM",Greece,67,69,1200000,10000,26,Italian Serie A,Left,High/Medium,Normal (185+),1500000,66,62,52,68,55,65,69,70,65,68,69,61,43,60,51,80,59,63,73,74,56,66,63,58,58,55,55,70,67,9,7,10,14,12
R. Baji?,Udinese Calcio,ST,Bosnia and Herzegovina,69,71,1700000,9000,26,Italian Serie A,Left,High/Medium,Normal (185+),2400000,45,72,72,64,62,64,65,68,40,70,67,55,69,60,37,73,43,64,80,58,30,18,75,50,67,68,19,18,16,9,15,11,10,9
A. Ciciretti,Napoli,"RW, CAM",Italy,73,74,3600000,46000,26,Italian Serie A,Left,High/Medium,Normal (170-),8300000,67,67,43,76,65,74,75,67,71,74,77,77,89,66,77,68,37,62,45,74,44,32,68,74,60,76,46,26,24,13,6,9,12,6
R. Durmisi,Lazio,"LB, LWB, LM",Denmark,74,77,5000000,39000,26,Italian Serie A,Left,High/Medium,Stocky (170-),10700000,74,53,70,74,54,73,72,71,63,73,75,80,72,69,80,79,78,78,55,67,82,69,60,72,40,64,69,72,70,10,6,6,11,11
A. Barák,Hellas Verona,"CM, CAM",Czech Republic,75,78,7500000,16000,25,Italian Serie A,Left,High/Medium,Lean (185+),,70,68,60,80,64,78,62,66,76,80,61,61,62,72,63,81,55,71,76,78,58,62,74,76,66,76,34,64,60,14,15,10,12,11
K. Lasagna,Udinese Calcio,ST,Italy,75,75,6000000,18000,27,Italian Serie A,Left,High/Medium,Lean (185+),12600000,60,76,72,66,72,76,66,42,50,78,90,90,79,74,72,72,76,66,66,66,40,30,78,58,66,74,26,20,18,8,14,13,15,15
N. Zaniolo,Roma,"CAM, RM",Italy,76,86,16500000,13000,20,Italian Serie A,Left,High/Medium,Unique,23800000,64,74,60,78,60,78,65,60,70,78,75,76,71,78,78,79,59,74,76,72,80,57,77,76,60,70,64,64,60,8,11,11,13,5
J. Lukaku,Lazio,"LM, LB",Belgium,76,77,9000000,47000,25,Italian Serie A,Left,High/Medium,Stocky (170-185),16000000,79,54,62,74,57,80,53,46,66,80,90,92,77,78,79,76,72,67,78,66,74,77,61,68,53,76,66,74,72,8,7,14,15,9
D. Kulusevski,Juventus,"RW, CAM",Sweden,77,87,23000000,54000,20,Italian Serie A,Left,High/Medium,Lean (185+),26800000,74,70,54,79,44,80,74,47,73,82,82,81,64,80,64,68,57,90,73,76,67,55,73,78,57,78,50,64,58,14,5,10,10,5
F. Caicedo,Lazio,"CF, ST",Ecuador,78,78,12000000,61000,31,Italian Serie A,Left,High/Medium,Stocky (170-185),16200000,59,76,75,79,75,77,66,68,66,79,72,74,59,78,67,84,75,59,91,68,80,43,82,75,73,70,32,44,47,7,13,7,8,10
Mário Rui,Napoli,LB,Portugal,79,79,15500000,63000,29,Italian Serie A,Left,High/Medium,Lean (170-),17900000,78,27,60,75,53,78,68,66,70,76,88,77,88,76,89,69,92,91,50,73,73,76,59,64,60,71,71,75,75,13,5,9,8,14
T. Hernández,AC Milan,LB,France,80,85,30000000,37000,22,Italian Serie A,Left,High/Medium,Unique,31100000,80,65,72,78,66,79,63,64,60,76,90,93,75,76,61,75,61,80,78,69,75,69,76,70,41,77,72,78,79,12,10,7,7,7
F. Bernardeschi,Juventus,"CAM, RM",Italy,80,82,26000000,81000,26,Italian Serie A,Left,High/Medium,Lean (185+),31100000,81,68,54,83,74,84,82,80,71,84,81,79,85,78,79,82,49,77,66,82,52,66,78,79,72,78,66,54,50,14,15,10,13,12
A. Kolarov,Inter,LB,Serbia,82,82,11000000,105000,34,Italian Serie A,Left,High/Medium,Normal (185+),13200000,90,60,80,78,64,80,85,88,77,77,69,67,61,83,58,95,79,79,73,86,86,82,78,77,80,90,82,83,81,16,15,8,16,6
Douglas Costa,Juventus,"LM, RW, LW",Brazil,84,84,41500000,120000,29,Italian Serie A,Left,High/Medium,Unique,50300000,82,64,50,83,76,92,84,78,65,91,94,93,92,80,91,86,60,68,56,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5
Alex Sandro,Juventus,"LB, LM",Brazil,85,85,47500000,120000,29,Italian Serie A,Left,High/Medium,Unique,52000000,84,55,76,81,68,80,78,59,71,81,78,83,78,84,77,80,79,90,77,72,82,82,70,70,60,80,80,81,82,7,7,9,12,5
H. Nicolussi Caviglia,Juventus,"CM, CAM",Italy,62,78,1000000,8000,20,Italian Serie A,Right,High/Medium,Lean (170-185),1500000,47,44,57,71,42,62,50,48,69,63,67,63,59,61,68,70,57,61,48,48,58,45,63,59,49,45,49,59,57,8,10,7,10,12
A. Fiordaliso,Torino F.C.,"RB, LB",Italy,62,73,850000,5000,21,Italian Serie A,Right,High/Medium,Lean (170-185),903000,53,30,48,48,36,67,40,31,37,52,76,75,62,55,62,32,60,65,63,34,52,53,39,35,33,49,55,66,67,11,7,13,5,7
A. Bifulco,Napoli,"CF, CAM, LW",Italy,62,70,900000,9000,23,Italian Serie A,Right,High/Medium,Lean (170-185),855000,60,51,55,68,39,67,56,37,62,63,69,65,59,56,82,64,56,62,34,37,50,40,64,65,50,63,25,42,48,9,6,14,9,9
André Anderson,Lazio,"CF, CAM",Italy,64,78,1400000,9000,20,Italian Serie A,Right,High/Medium,Lean (170-185),2300000,50,60,50,67,57,70,54,40,58,66,70,70,71,55,65,65,51,63,47,50,35,15,65,66,60,55,30,20,15,8,9,9,11,12
A. Kargbo,Crotone,ST,Sierra Leone,65,75,1600000,3000,20,Italian Serie A,Right,High/Medium,Lean (170-185),1800000,31,65,67,60,51,64,34,32,31,55,77,82,69,63,85,69,60,57,50,65,45,10,68,52,57,46,21,16,14,10,8,8,8,14
K. Michael,Bologna,CM,Nigeria,66,80,2100000,7000,20,Italian Serie A,Right,High/Medium,Lean (170-185),3400000,66,62,62,70,65,72,68,68,65,67,74,75,75,64,78,67,75,71,53,62,48,48,68,70,64,60,55,49,49,6,8,7,14,10
A. Da Cruz,Parma,"LW, ST",Netherlands,66,74,1900000,9000,23,Italian Serie A,Right,High/Medium,Lean (170-185),1900000,61,66,52,61,55,67,70,41,48,66,78,77,73,62,67,75,50,56,62,65,55,24,62,53,40,64,48,35,26,12,15,12,14,13
P. Bartolomei,Spezia,CM,Italy,71,71,1800000,11000,30,Italian Serie A,Right,High/Medium,Lean (170-185),4000000,66,59,59,77,66,72,63,71,71,74,79,75,69,68,61,76,51,80,67,73,69,62,60,66,48,67,59,64,59,10,14,12,10,12
L. Haraslín,U.S. Sassuolo Calcio,"LM, RM",Slovakia,71,76,2800000,17000,24,Italian Serie A,Right,High/Medium,Lean (170-185),5700000,66,63,59,67,58,72,68,54,66,72,77,80,90,64,83,62,73,78,61,59,38,33,66,67,58,65,33,41,48,13,12,13,10,15
Diego Farías,Cagliari,ST,Brazil,71,71,1800000,21000,30,Italian Serie A,Right,High/Medium,Lean (170-185),4100000,66,70,64,72,63,78,65,65,59,77,85,81,88,73,90,70,70,58,40,68,40,25,72,72,69,72,55,27,20,6,7,6,5,14
P. Ankersen,Genoa,"RB, RM",Denmark,72,72,2100000,12000,29,Italian Serie A,Right,High/Medium,Lean (170-185),4700000,69,57,54,68,63,69,66,61,64,71,79,80,75,66,74,71,68,90,63,66,67,68,67,66,40,60,68,67,67,13,16,7,15,13
G. Brugman,Parma,"CM, CDM",Uruguay,72,72,2500000,22000,27,Italian Serie A,Right,High/Medium,Lean (170-185),5800000,64,50,51,76,56,69,74,71,77,74,73,65,83,72,79,68,50,75,57,68,62,64,65,75,67,77,61,60,57,10,15,10,8,11
J. Sala,Spezia,"RB, RM",Italy,72,72,2100000,12000,28,Italian Serie A,Right,High/Medium,Lean (170-185),4900000,74,50,60,70,68,70,70,66,66,72,64,70,69,68,71,72,68,66,68,70,74,70,64,66,62,70,68,74,70,10,12,8,5,5
G. Castrovilli,Fiorentina,"CM, CAM",Italy,73,81,6500000,32000,23,Italian Serie A,Right,High/Medium,Lean (170-185),11400000,69,58,50,80,48,80,58,41,76,80,74,68,86,72,78,62,58,69,34,56,50,60,68,74,55,74,58,64,60,14,12,11,11,15
M. Zaccagni,Hellas Verona,"CF, ST",Italy,75,80,8500000,26000,25,Italian Serie A,Right,High/Medium,Lean (170-185),16900000,68,68,64,79,53,78,55,48,76,79,70,68,66,76,66,71,46,66,57,68,68,58,76,77,55,68,62,62,64,13,16,14,8,7
A. Conti,AC Milan,"RB, RM",Italy,77,80,12500000,34000,26,Italian Serie A,Right,High/Medium,Lean (170-185),16900000,76,58,64,76,59,74,67,42,69,76,72,77,79,76,68,68,52,87,56,49,73,73,73,63,48,72,76,74,74,9,13,13,9,10
D. Baselli,Torino F.C.,CM,Italy,77,77,10500000,44000,28,Italian Serie A,Right,High/Medium,Lean (170-185),15300000,74,67,64,82,73,80,79,73,78,83,72,68,76,72,75,76,67,75,63,78,65,68,72,79,71,74,67,65,63,11,12,13,7,6
Danilo,Juventus,"RB, LB",Brazil,79,79,16000000,74000,28,Italian Serie A,Right,High/Medium,Lean (170-185),18200000,78,61,69,79,73,74,77,76,69,79,67,70,67,79,64,84,75,75,73,74,75,81,72,64,67,69,79,79,79,14,5,15,14,5
João Pedro,Cagliari,"CF, CAM",Brazil,79,79,18000000,44000,28,Italian Serie A,Right,High/Medium,Lean (170-185),23400000,69,82,66,78,72,79,70,72,74,82,74,71,72,83,61,77,77,75,57,73,76,42,81,78,74,78,30,44,28,14,16,7,11,12
H. Mkhitaryan,Roma,"RM, CAM, RW",Armenia,80,80,17500000,23000,31,Italian Serie A,Right,High/Medium,Lean (170-185),22100000,78,73,64,80,77,83,82,66,73,83,79,77,80,79,83,83,66,74,57,72,69,60,81,82,72,78,53,53,55,5,11,14,5,7
J. Cuadrado,Juventus,"RB, RM, RW",Colombia,81,81,18000000,80000,32,Italian Serie A,Right,High/Medium,Lean (170-185),18200000,83,64,67,81,70,90,78,69,69,85,88,90,91,81,81,84,74,71,54,80,78,68,78,76,65,80,67,78,81,5,5,13,6,9
A. Hakimi,Inter,RM,Morocco,83,88,56000000,90000,21,Italian Serie A,Right,High/Medium,Lean (170-185),60400000,81,73,63,81,60,84,68,55,72,83,93,95,77,81,74,77,75,86,73,63,72,78,75,74,46,79,67,74,76,10,8,14,6,8
D. Traore,Atalanta,ST,Côte d'Ivoire,60,80,675000,2000,17,Italian Serie A,Left,High/Medium,Lean (170-185),1100000,50,64,45,57,44,68,42,38,51,66,77,77,73,61,77,60,56,51,36,56,32,13,62,55,55,59,17,16,22,13,15,8,11,6
Tòfol Montiel,Fiorentina,CAM,Spain,62,76,950000,6000,20,Italian Serie A,Left,High/Medium,Lean (170-185),1600000,52,54,40,62,52,68,56,52,58,68,66,68,68,58,70,66,60,50,48,60,44,28,58,60,56,60,40,44,40,14,9,14,11,12
J. Ramos,Spezia,LB,Uruguay,63,72,1000000,3000,23,Italian Serie A,Left,High/Medium,Lean (170-185),1000000,63,29,49,52,29,64,41,33,38,64,65,63,67,63,64,42,60,63,59,37,73,61,59,51,38,62,57,61,61,7,11,9,10,14
Junior Messias,Crotone,"CF, ST",Brazil,64,64,575000,4000,29,Italian Serie A,Left,High/Medium,Lean (170-185),810000,55,60,52,64,58,72,69,73,58,65,68,65,66,60,68,67,53,58,41,61,29,14,62,65,62,46,27,19,12,8,8,15,9,12
D. Di Gennaro,Lazio,"CM, CAM",Italy,66,66,675000,14000,32,Italian Serie A,Left,High/Medium,Lean (170-185),808000,67,60,50,71,64,66,74,75,69,69,66,67,67,65,72,64,68,60,65,67,59,59,65,64,68,67,60,60,47,8,14,13,10,9
A. Mazzotta,Crotone,"LM, LB",Italy,70,70,1500000,8000,30,Italian Serie A,Left,High/Medium,Lean (170-185),3100000,75,48,60,64,53,68,64,57,60,71,76,78,69,75,77,64,63,85,62,59,71,61,58,65,60,65,67,63,63,12,14,6,7,12
Lucas Paquetá,AC Milan,"CM, CAM",Brazil,76,81,11500000,30000,22,Italian Serie A,Left,High/Medium,Lean (170-185),17800000,68,72,56,78,70,84,80,73,76,80,73,76,74,74,70,77,81,82,69,74,78,58,80,74,75,82,58,64,56,14,9,12,11,11
G. Defrel,U.S. Sassuolo Calcio,"ST, RW",France,76,76,7500000,35000,29,Italian Serie A,Left,High/Medium,Lean (170-185),12800000,70,77,68,67,75,83,67,69,60,82,85,79,80,75,72,79,42,49,53,78,53,37,79,75,69,75,50,15,18,14,15,11,12,7
A. Miranchuk,Atalanta,"CAM, ST",Russia,79,84,26500000,50000,24,Italian Serie A,Left,High/Medium,Lean (170-185),30200000,72,71,57,81,67,81,74,78,77,80,74,76,78,77,78,65,58,75,64,73,43,36,78,82,67,76,22,28,29,8,8,9,12,15
B. Duncan,Fiorentina,ST,England,59,79,625000,5000,19,Italian Serie A,Left,High/Medium,Normal (170-185),878000,50,62,56,57,52,61,54,42,44,62,68,64,64,57,70,58,66,53,50,56,63,17,60,58,59,53,20,27,20,10,13,8,14,8
M. Seck,Roma,"LB, LM",Senegal,63,70,925000,3000,24,Italian Serie A,Left,High/Medium,Normal (170-185),855000,66,43,55,57,42,57,44,46,58,53,67,67,66,63,63,51,55,54,58,49,59,60,58,52,48,54,61,63,65,13,7,11,12,8
G. Mastinu,Spezia,"CAM, CM, RW",Italy,67,67,1000000,6000,28,Italian Serie A,Left,High/Medium,Normal (170-185),1400000,50,57,60,72,53,67,42,59,65,68,65,63,62,64,73,78,40,59,58,72,35,24,65,68,55,66,32,28,22,8,13,15,11,14
F. Dimarco,Hellas Verona,"LB, LM",Italy,67,75,2200000,20000,22,Italian Serie A,Left,High/Medium,Normal (170-185),,71,29,58,70,33,62,65,72,68,61,62,59,52,59,71,45,51,62,54,41,62,58,54,57,66,59,62,72,72,9,8,12,7,7
F. Bonazzoli,U.C. Sampdoria,ST,Italy,67,75,2300000,6000,23,Italian Serie A,Left,High/Medium,Normal (170-185),2200000,49,68,68,57,59,63,51,53,43,71,69,71,66,66,49,68,61,50,69,58,43,26,67,48,60,58,21,22,29,8,13,10,8,7
L. Mora,Spezia,CM,Italy,68,68,950000,7000,32,Italian Serie A,Left,High/Medium,Normal (170-185),1200000,70,55,60,72,71,64,59,64,69,72,60,64,59,68,74,65,38,75,68,66,61,51,68,70,61,65,52,63,58,11,13,13,12,14
L. Czyborra,Genoa,LB,Germany,69,79,3000000,14000,21,Italian Serie A,Left,High/Medium,Normal (170-185),,67,32,48,62,30,68,69,66,56,69,86,85,81,64,63,80,60,82,64,57,67,68,62,47,33,64,57,64,62,6,12,9,8,7
T. Augello,U.C. Sampdoria,LB,Italy,70,73,1900000,10000,25,Italian Serie A,Left,High/Medium,Normal (170-185),3800000,69,31,56,63,36,65,55,44,53,66,73,78,72,66,77,48,67,74,51,44,62,70,61,54,38,62,67,66,65,10,15,10,5,11
N. Viola,Benevento,"CM, CDM",Italy,71,71,1800000,12000,30,Italian Serie A,Left,High/Medium,Normal (170-185),4000000,71,57,62,77,58,68,70,72,72,72,70,61,72,74,64,67,67,76,74,72,68,63,49,77,75,66,56,57,56,14,6,9,11,11
L. Pellegrini,Juventus,LB,Italy,72,86,5500000,29000,21,Italian Serie A,Left,High/Medium,Normal (170-185),14800000,78,30,57,67,33,68,52,39,62,72,78,75,64,68,70,36,58,68,49,35,56,62,68,44,49,67,68,72,69,6,9,11,6,5
F. Ricci,U.S. Sassuolo Calcio,"RW, LW",Italy,72,72,2600000,24000,26,Italian Serie A,Left,High/Medium,Normal (170-185),5600000,71,65,42,68,60,77,53,53,59,76,81,77,79,68,74,63,33,60,39,62,61,47,68,68,67,70,46,50,50,13,11,12,5,6
