Name,Team,Position,Nationality,Overall,Potential,Value,Wage,Age,league_name,preferred_foot,Work rate,Bofy type,Release cluase,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
N. De Medina,DSC Arminia Bielefeld,"CB, RB, LB",Belgium,66,73,1600000,6000,22,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1700000,63,43,66,64,46,62,31,34,65,67,71,74,65,62,64,43,69,56,71,34,69,61,18,49,32,58,63,69,67,11,13,11,13,7
A. Issah,1. FSV Mainz 05,"ST, LW, RW",Ghana,66,75,1900000,7000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2000000,53,65,45,62,63,71,57,41,37,66,89,88,80,68,77,72,73,62,62,68,78,23,59,43,59,60,24,27,30,14,14,6,7,11
D. Anderson,Lazio,RB,Netherlands,65,69,925000,11000,25,Italian Serie A,Right,Medium/Medium,Normal (170-185),1100000,60,30,60,59,35,64,48,37,53,62,74,82,70,57,78,56,62,71,62,31,70,61,65,53,41,50,59,60,62,9,15,6,15,7
Jesús Areso,Athletic Club de Bilbao,RB,Spain,65,75,1500000,4000,20,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1800000,65,25,56,66,23,65,70,31,55,66,75,69,75,62,69,40,73,67,68,27,54,61,49,58,36,54,54,62,62,7,10,13,12,14
A. Laurienté,FC Lorient,"RM, LM",France,65,76,1600000,6000,21,French Ligue 1,Right,Medium/Medium,Normal (170-185),2000000,61,56,43,64,53,72,58,52,56,71,69,68,65,59,88,63,57,43,32,54,47,24,60,61,54,64,27,38,42,13,13,8,14,15
J. Burkardt,1. FSV Mainz 05,"ST, RW",Germany,65,78,1700000,5000,19,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2400000,48,66,57,62,53,75,48,32,46,67,73,73,74,63,69,62,75,54,64,52,47,22,64,53,50,55,21,24,21,14,9,9,6,14
Unai Vencedor,Athletic Club de Bilbao,CM,Spain,65,79,1700000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),3000000,61,52,52,68,44,64,78,81,70,65,68,61,72,60,75,70,64,69,68,73,55,54,49,66,42,71,53,65,43,15,6,10,6,13
N. Boujellab,FC Schalke 04,"CAM, CM, CDM",Morocco,65,77,1800000,5000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1900000,50,58,49,65,52,75,54,55,59,70,71,68,77,62,75,58,52,59,47,51,58,38,56,61,59,58,55,54,51,15,15,7,10,7
Borja Sainz,Deportivo Alavés,"RM, CAM",Spain,65,78,1700000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2700000,63,53,34,62,41,67,58,45,56,65,76,75,74,64,74,55,40,64,38,42,59,38,62,60,61,58,35,33,37,11,5,7,9,11
F. Jagie??o,Genoa,"CM, CDM, CAM",Poland,64,72,1300000,4000,22,Italian Serie A,Right,Medium/Medium,Normal (170-185),1300000,58,50,35,67,54,68,60,52,65,67,72,70,76,64,71,63,66,66,53,66,50,44,54,67,48,60,45,53,53,11,9,13,6,15
J. Latibeaudiere,Manchester City,"RB, CB",England,64,75,1200000,14000,20,English Premier League,Right,Medium/Medium,Normal (170-185),1400000,51,35,66,57,31,54,38,36,51,58,69,68,60,59,64,58,79,67,73,23,57,58,38,45,34,59,63,65,64,12,7,7,11,6
J. Mbom,SV Werder Bremen,"CDM, CM",Germany,64,78,1300000,4000,20,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),2200000,43,60,44,65,40,64,40,50,62,64,69,63,71,65,75,63,60,72,60,58,66,60,55,63,59,61,60,60,55,13,13,5,12,5
Borja Garcés,Atlético de Madrid,ST,Spain,64,77,1400000,8000,20,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2300000,37,67,64,55,63,62,46,38,38,63,64,63,66,64,69,72,61,46,50,65,52,26,64,49,63,58,28,27,24,14,10,5,10,14
F. Chabrolle,Olympique de Marseille,"CAM, RW",France,64,73,1300000,7000,22,French Ligue 1,Right,Medium/Medium,Normal (170-185),1500000,64,54,38,64,52,70,65,54,60,64,64,55,74,73,80,62,52,65,40,58,40,28,57,63,60,55,23,38,36,9,8,7,9,6
R. Sottil,Cagliari,"LW, RW",Italy,64,79,1400000,9000,21,Italian Serie A,Right,Medium/Medium,Normal (170-185),,57,60,42,60,52,68,52,45,42,68,77,78,72,58,75,66,45,40,48,51,38,25,62,59,69,55,31,35,39,12,13,6,5,14
P. Akouokou,Real Betis Balompié,"CM, CDM",Côte d'Ivoire,64,72,1300000,5000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1500000,59,52,60,65,42,63,43,32,69,65,64,65,69,63,64,65,68,65,62,55,59,65,51,64,49,61,62,65,59,10,15,13,8,9
Ismael,Deportivo Alavés,"CM, CDM",Spain,64,77,1400000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,51,61,48,69,44,68,42,50,67,66,66,65,74,61,73,57,54,52,49,63,59,62,56,66,47,57,54,62,55,7,9,9,11,14
Y. Musah,Valencia CF,"RM, CM",England,64,83,1500000,900,17,Spain Primera Division,Right,Medium/Medium,Normal (170-185),2500000,65,58,44,64,48,60,53,40,59,62,68,69,65,64,68,77,64,66,62,73,58,63,64,55,35,60,58,57,58,15,6,14,6,10
M. Chahiri,RC Strasbourg Alsace,LM,France,64,69,875000,6000,23,French Ligue 1,Right,Medium/Medium,Normal (170-185),1200000,65,57,42,66,58,60,62,60,62,64,67,71,62,61,61,53,46,54,56,51,43,34,59,61,53,57,44,40,37,9,7,10,10,5
R. Ladinetti,Cagliari,CM,Italy,64,82,1500000,4000,19,Italian Serie A,Right,Medium/Medium,Normal (170-185),2300000,52,52,48,74,54,64,63,49,74,66,66,65,63,56,62,70,59,56,60,46,52,55,57,63,63,62,52,58,56,5,14,11,5,10
F. Doucouré,Stade de Reims,RB,Mali,64,78,1300000,3000,19,French Ligue 1,Right,Medium/Medium,Normal (170-185),2400000,59,31,52,59,31,58,51,34,48,59,78,80,84,56,86,58,65,65,43,25,56,53,51,41,43,45,53,63,66,14,10,11,14,6
L. Del Pinto,Benevento,"CM, CDM",Italy,63,63,450000,4000,30,Italian Serie A,Right,Medium/Medium,Normal (170-185),630000,52,45,50,69,36,62,34,40,67,63,38,49,62,65,69,56,34,77,66,49,64,61,54,60,41,52,63,55,58,5,13,8,14,7
Pepe Mena,Sevilla FC,"CDM, CM, CAM",Spain,63,73,1000000,4000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1300000,48,52,49,65,42,54,51,55,66,69,58,52,44,66,78,57,55,34,54,40,55,59,61,66,53,52,61,69,65,9,5,7,14,12
Víctor López,Deportivo Alavés,RM,Spain,63,72,1100000,4000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1300000,47,57,46,64,39,65,51,48,62,66,72,66,73,61,68,50,55,59,58,54,57,63,63,65,60,55,58,54,52,8,5,13,9,9
C. Özkan,DSC Arminia Bielefeld,"RB, RM",Germany,63,71,1000000,3000,20,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1000000,64,32,54,64,41,59,44,39,56,62,74,69,63,56,70,63,64,62,63,41,58,58,52,48,49,49,60,64,57,11,8,13,10,11
M. Villa,Villarreal CF,"RB, CB, LB",Uruguay,63,72,1000000,2000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,60,29,54,50,20,55,26,31,29,48,64,60,54,62,61,28,59,56,57,27,50,63,40,31,34,50,68,65,66,6,6,11,15,13
Fran Navarro,Valencia CF,ST,Spain,63,72,1100000,6000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1300000,41,70,62,58,51,60,43,35,45,62,60,62,66,58,66,66,67,53,57,61,33,37,68,48,72,55,38,37,33,7,8,5,8,7
J. Kadile,Stade Rennais FC,"LW, RW, ST",France,63,80,1200000,2000,17,French Ligue 1,Right,Medium/Medium,Normal (170-185),1800000,51,61,54,55,61,68,56,46,41,64,78,79,74,52,73,70,51,52,57,60,39,21,58,56,62,53,17,18,20,11,11,7,15,11
A. Arli,Dijon FCO,CAM,Turkey,63,81,1200000,500,17,French Ligue 1,Right,Medium/Medium,Normal (170-185),1900000,50,52,34,64,51,70,56,51,57,67,78,72,80,54,79,67,52,51,49,51,43,21,52,62,56,58,23,30,32,5,10,7,7,9
J. Villalba,Borussia Mönchengladbach,ST,Paraguay,62,71,900000,5000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),903000,39,68,65,61,64,65,55,46,42,57,68,69,73,58,79,68,89,53,42,62,36,14,52,40,63,48,20,23,16,13,5,11,13,13
?. Tupta,Hellas Verona,ST,Slovakia,62,73,900000,5000,22,Italian Serie A,Right,Medium/Medium,Normal (170-185),1100000,43,64,59,59,66,67,57,34,43,62,68,58,62,62,67,73,55,49,54,62,44,13,56,58,50,58,44,21,15,6,11,12,6,8
J. Benson,Burnley,"CDM, CM",England,62,74,900000,6000,20,English Premier League,Right,Medium/Medium,Normal (170-185),1100000,57,54,48,65,52,61,61,62,63,61,69,67,74,58,75,58,67,69,62,59,62,57,52,60,52,59,56,59,55,10,12,5,5,13
R. Piccoli,Spezia,ST,Italy,62,80,1000000,2000,19,Italian Serie A,Right,Medium/Medium,Normal (170-185),1600000,42,67,68,55,54,55,41,30,37,60,54,51,51,65,55,62,60,57,65,62,58,25,67,50,36,56,23,38,34,14,13,13,10,11
A. Ali Mohamed,Olympique de Marseille,RB,Comoros,62,74,950000,4000,21,French Ligue 1,Right,Medium/Medium,Normal (170-185),1100000,64,34,34,54,34,65,57,43,43,63,73,76,81,56,78,57,55,48,54,32,66,54,51,48,32,53,58,63,69,9,7,7,8,8
Manu Justo,RC Celta de Vigo,"RM, RW, ST",Spain,62,66,575000,3000,24,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,63,63,45,63,49,61,55,45,62,66,67,67,64,42,71,65,50,63,61,46,31,19,52,55,65,53,28,33,33,7,8,11,13,11
Alberto Rubio,Elche CF,"CAM, CM",Spain,62,69,800000,3000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1000000,57,51,51,65,48,60,60,53,63,63,75,72,75,61,72,57,62,60,60,52,51,40,60,64,58,65,48,55,53,6,5,9,8,13
A. Moueffek,AS Saint-Étienne,CM,France,62,80,1000000,3000,19,French Ligue 1,Right,Medium/Medium,Normal (170-185),1700000,49,37,58,66,39,67,47,47,64,69,70,68,75,59,65,59,55,59,59,38,63,60,59,63,50,59,67,64,63,14,7,9,11,14
Manu Molina,SD Huesca,RM,Spain,62,70,900000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1100000,67,60,50,58,53,65,50,48,56,64,64,65,58,45,68,65,49,66,47,41,33,25,59,51,69,51,36,30,29,8,8,12,10,7
Sergio Carrasco,SD Huesca,CM,Spain,62,70,900000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1100000,61,54,53,71,53,65,62,52,69,66,64,60,62,58,66,64,51,50,46,47,45,25,59,65,62,63,49,59,51,13,7,14,12,10
V. Millico,Torino F.C.,"LW, ST",Italy,61,79,850000,5000,19,Italian Serie A,Right,Medium/Medium,Normal (170-185),1300000,65,58,38,65,51,69,56,56,44,68,62,48,60,47,71,61,40,32,48,45,31,22,58,58,50,55,29,31,35,12,6,13,12,6
S. Asta,FC Augsburg,RB,Germany,61,75,750000,2000,19,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1200000,54,28,48,50,34,62,48,37,35,57,68,66,69,55,68,31,61,63,56,32,56,60,55,43,28,41,58,63,64,7,12,9,7,7
Alfon,RC Celta de Vigo,"ST, LM",Spain,61,73,800000,1000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),,46,69,51,57,45,66,44,40,45,63,75,76,68,63,79,52,63,55,54,64,51,32,53,54,65,56,49,19,15,12,8,8,5,8
A. McCalmont,Leeds United,"CDM, CM",Northern Ireland,61,77,825000,9000,20,English Premier League,Right,Medium/Medium,Normal (170-185),1400000,44,54,49,67,44,63,52,48,60,66,68,65,74,60,76,51,58,62,58,38,58,57,42,56,50,67,53,58,55,7,12,6,13,6
Javi Martínez,CA Osasuna,"ST, RM, LM",Spain,61,76,800000,4000,20,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1500000,39,61,58,55,51,67,40,49,41,63,69,69,64,60,69,62,69,68,59,54,51,24,59,49,59,54,21,21,19,13,10,11,5,10
Julen Lobete,Real Sociedad,ST,Spain,61,73,775000,3000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),1000000,33,64,64,53,50,59,44,27,27,66,66,67,64,58,77,55,61,56,57,56,34,17,62,48,57,50,19,13,15,7,13,11,7,5
R. Richard,Olympique de Marseille,RB,France,61,78,800000,2000,18,French Ligue 1,Right,Medium/Medium,Normal (170-185),1200000,56,30,59,55,37,59,46,39,43,51,71,69,63,59,70,49,67,59,63,37,57,57,45,35,44,59,52,61,60,11,15,14,14,9
M. Thompson,Burnley,ST,England,61,76,775000,4000,18,English Premier League,Right,Medium/Medium,Normal (170-185),1300000,40,66,67,57,48,55,48,35,38,63,67,67,57,54,69,61,62,51,54,64,39,21,54,52,72,53,23,21,19,10,8,13,12,8
R. Roesch,FC Augsburg,CAM,Germany,60,72,600000,3000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),750000,39,60,47,63,49,63,48,32,49,60,64,55,68,54,67,61,36,52,59,53,41,33,55,61,52,45,30,36,35,13,10,15,11,11
F. Hartmann,RB Leipzig,"ST, RM",Germany,60,78,650000,5000,19,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),1000000,52,68,45,50,58,63,45,42,43,63,69,67,69,45,71,65,50,60,45,58,32,18,64,44,55,60,20,26,20,8,11,5,14,12
M. Bogusz,Leeds United,"CAM, CM",Poland,60,77,625000,5000,18,English Premier League,Right,Medium/Medium,Normal (170-185),1100000,45,58,39,62,47,64,54,63,55,63,75,73,73,51,71,68,50,61,60,64,51,25,52,54,49,60,41,34,38,12,11,9,13,7
A. Traoré,FC Girondins de Bordeaux,ST,France,60,81,775000,2000,18,French Ligue 1,Right,Medium/Medium,Normal (170-185),1400000,41,62,63,53,50,61,49,38,33,60,72,74,64,56,75,58,66,60,63,56,49,19,57,45,63,53,13,21,17,12,7,5,13,14
M. Goodridge,Burnley,CM,England,60,68,550000,6000,20,English Premier League,Right,Medium/Medium,Normal (170-185),630000,50,52,50,63,41,61,50,48,61,62,60,60,62,60,69,56,57,62,50,54,48,55,58,61,49,56,43,53,47,13,7,15,12,11
T. Vargas,Montpellier Hérault SC,RB,France,60,73,575000,3000,20,French Ligue 1,Right,Medium/Medium,Normal (170-185),984000,51,28,57,52,26,49,50,32,44,47,68,68,67,56,71,44,76,54,53,26,61,62,27,38,40,46,54,62,63,5,8,7,11,8
Zabarte,CA Osasuna,"CB, RB",Spain,60,72,575000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),805000,50,29,58,57,35,41,35,29,56,50,68,68,66,58,69,49,70,52,62,23,72,61,40,39,41,52,58,59,61,10,7,8,10,15
M. Robin,FC Metz,"CF, CAM",France,60,71,550000,2000,20,French Ligue 1,Right,Medium/Medium,Normal (170-185),770000,35,62,61,55,58,63,64,57,53,56,62,58,52,55,68,60,65,54,49,63,35,11,58,66,67,48,14,16,21,13,7,10,11,13
M. Sanders,Brighton & Hove Albion,"CM, RB",England,59,73,550000,6000,21,English Premier League,Right,Medium/Medium,Normal (170-185),884000,55,52,43,64,29,62,41,57,62,63,59,52,54,52,65,58,55,59,56,58,53,52,49,53,37,45,55,59,55,11,9,9,9,10
Algobia,Getafe CF,CM,Spain,59,73,550000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),954000,50,55,56,64,43,61,53,48,60,63,47,43,52,60,65,59,62,30,48,57,55,55,60,59,47,60,49,58,54,9,15,7,12,10
César Moreno,Elche CF,"CM, CDM",Spain,59,75,575000,2000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),918000,53,59,54,64,48,63,58,53,61,61,61,65,64,58,60,61,59,51,60,50,45,33,61,63,59,63,44,53,58,6,14,7,13,6
Ekhi Bravo,SD Eibar,CAM,Spain,59,70,500000,4000,22,Spain Primera Division,Right,Medium/Medium,Normal (170-185),633000,42,52,43,68,42,59,40,43,67,51,73,74,65,63,65,54,59,64,59,48,50,30,56,55,48,44,21,34,41,5,14,8,5,14
L. Egloff,VfB Stuttgart,"CAM, RW, CF",Germany,59,81,700000,500,17,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),980000,52,61,33,62,44,61,46,39,54,62,70,67,73,39,71,50,56,57,64,33,37,25,59,61,53,55,33,37,36,11,8,15,10,5
B. Pierrick,Crystal Palace,"CAM, RM",England,59,78,575000,3000,18,English Premier League,Right,Medium/Medium,Normal (170-185),821000,54,57,49,57,47,62,57,55,47,61,79,78,64,58,63,56,58,54,70,54,46,18,55,53,58,55,29,19,15,5,6,14,8,14
Alkain,Real Sociedad,"RW, CAM",Spain,59,68,500000,4000,23,Spain Primera Division,Right,Medium/Medium,Normal (170-185),552000,50,67,39,48,53,63,48,40,36,61,69,67,72,50,77,69,50,41,43,50,24,21,58,56,51,49,16,28,26,11,10,13,10,12
Jony Álamo,Elche CF,CDM,Spain,59,77,550000,800,18,Spain Primera Division,Right,Medium/Medium,Normal (170-185),848000,47,36,58,67,41,59,41,45,66,55,54,64,55,62,76,56,64,46,39,41,60,49,33,63,55,46,55,58,63,6,11,8,10,8
Eñaut Mendia,SD Eibar,ST,Spain,59,71,550000,3000,21,Spain Primera Division,Right,Medium/Medium,Normal (170-185),633000,23,62,71,47,55,55,45,52,22,52,61,69,53,58,68,56,65,58,62,52,47,17,57,42,61,46,18,22,23,11,10,8,8,5
R. Slater,Sheffield United,CM,England,58,72,500000,4000,20,English Premier League,Right,Medium/Medium,Normal (170-185),694000,53,49,51,62,39,56,44,50,60,62,68,64,60,53,61,63,52,69,56,58,72,48,49,54,47,46,48,57,54,12,6,9,6,6
Guille Amor,Getafe CF,CM,Spain,58,74,525000,2000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),749000,44,59,41,63,53,61,55,52,59,62,63,54,58,48,65,56,52,45,45,60,51,30,53,67,47,62,41,55,45,13,7,9,14,8
D. Borkowski,RB Leipzig,"ST, LW",Germany,58,75,525000,3000,18,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),639000,38,62,64,45,43,55,40,30,38,62,62,60,60,57,60,58,69,64,56,51,38,20,58,45,50,55,20,20,18,9,11,8,14,8
C. Türkmen,Bayer 04 Leverkusen,"CM, CDM, CAM",Turkey,58,72,475000,3000,18,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),581000,49,41,50,66,42,64,39,37,61,66,63,64,58,55,69,54,55,57,48,39,57,49,44,51,40,38,60,55,58,10,8,11,6,6
R. Harker,Burnley,ST,England,57,73,425000,6000,20,English Premier League,Right,Medium/Medium,Normal (170-185),581000,33,58,57,48,44,54,39,29,33,57,69,66,65,54,67,60,66,51,58,52,39,30,55,43,55,51,20,24,20,9,11,14,12,13
L. Tempelmann,Sport-Club Freiburg,CM,Germany,57,67,375000,3000,21,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),340000,38,36,54,66,37,58,50,43,63,62,64,48,73,55,76,38,67,50,50,34,49,57,42,58,37,50,52,58,57,9,8,13,10,6
A. Baldursson,Bologna,CM,Iceland,57,72,375000,2000,18,Italian Serie A,Right,Medium/Medium,Normal (170-185),509000,44,34,62,67,35,59,48,40,63,58,58,55,57,57,64,55,60,39,56,43,63,50,34,63,50,47,49,65,64,9,5,9,13,7
E. Martel,RB Leipzig,"CB, CDM",Germany,57,72,350000,2000,18,German 1. Bundesliga,Right,Medium/Medium,Normal (170-185),465000,32,22,56,38,30,30,28,28,34,34,55,55,45,47,60,51,68,55,56,27,54,60,30,30,38,42,58,65,62,5,10,13,5,15
O. Nowak,Getafe CF,"LB, RB",Poland,57,69,375000,2000,19,Spain Primera Division,Right,Medium/Medium,Normal (170-185),368000,56,22,52,44,20,48,26,35,22,45,62,55,48,58,73,26,65,67,56,21,51,56,40,31,34,38,53,58,55,10,9,12,12,7
J. Weir,Brighton & Hove Albion,"CM, CAM",England,56,76,400000,3000,18,English Premier League,Right,Medium/Medium,Normal (170-185),522000,46,44,50,64,47,54,43,52,62,58,64,65,59,50,60,56,57,52,48,51,52,45,56,54,54,48,43,48,44,7,6,14,10,10
Bernardo Rosa,West Ham United,"CAM, RM, RB",Brazil,55,69,300000,3000,19,English Premier League,Right,Medium/Medium,Normal (170-185),429000,47,44,31,57,38,60,48,37,53,58,68,63,68,45,78,47,50,59,43,41,42,29,49,56,44,53,33,45,41,12,14,6,9,14
M. Elva-Fountaine,Burnley,"RB, RWB",England,54,68,240000,3000,19,English Premier League,Right,Medium/Medium,Normal (170-185),354000,49,29,36,44,17,58,41,26,41,49,66,63,63,49,70,32,51,54,41,29,55,46,46,46,21,48,53,54,55,5,14,13,6,14
A. Basit,Benevento,"CM, CDM",Ghana,52,64,190000,2000,20,Italian Serie A,Right,Medium/Medium,Normal (170-185),180000,43,32,44,62,42,43,37,29,64,48,62,67,52,56,63,58,55,55,60,45,57,44,54,42,40,38,37,50,46,8,6,6,13,11
D. Bouah,Roma,RB,Italy,49,67,110000,600,18,Italian Serie A,Right,Medium/Medium,Normal (170-185),140000,40,22,44,31,29,53,26,26,23,33,59,56,50,52,70,28,57,59,52,22,45,51,47,31,33,38,41,48,50,14,5,11,13,11
J. Sancho,Borussia Dortmund,"RM, LM, CAM",England,87,93,124000000,82000,20,German 1. Bundesliga,Right,High/Medium,Normal (170-185),132100000,83,81,38,88,83,92,81,48,68,91,86,81,91,87,90,70,51,77,67,63,44,39,83,87,60,84,32,41,32,7,11,10,11,13
L. Martínez,Inter,ST,Argentina,84,91,86500000,130000,22,Italian Serie A,Right,High/Medium,Normal (170-185),82300000,56,86,84,78,83,87,78,43,73,84,84,83,86,84,78,80,88,77,83,74,86,45,85,77,74,83,56,31,44,11,8,8,8,13
K. Trippier,Atlético de Madrid,RB,England,83,83,32000000,71000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),44100000,86,48,74,80,58,74,86,82,79,83,74,72,73,81,77,75,76,88,64,70,70,79,73,80,66,77,77,83,81,11,14,8,11,10
?. Gündo?an,Manchester City,"CM, CDM",Germany,83,83,35500000,160000,29,English Premier League,Right,High/Medium,Normal (170-185),46300000,78,71,50,88,75,84,85,74,85,88,66,66,77,85,77,77,61,69,73,74,70,77,78,86,80,87,75,74,67,11,14,5,5,13
K. Bellarabi,Bayer 04 Leverkusen,"RM, RW",Germany,82,82,29500000,79000,30,German 1. Bundesliga,Right,High/Medium,Normal (170-185),35700000,78,74,48,78,73,86,71,58,59,84,91,90,86,82,78,84,75,74,70,79,72,38,78,78,57,78,32,30,33,10,12,7,11,10
Á. Correa,Atlético de Madrid,"RM, ST",Argentina,82,85,40500000,65000,25,Spain Primera Division,Right,High/Medium,Normal (170-185),59500000,74,82,67,77,79,87,82,65,65,87,86,82,89,82,87,80,49,79,64,83,78,48,83,80,55,76,58,53,44,13,10,9,8,16
M. Doherty,Tottenham Hotspur,"RWB, RB",Republic of Ireland,81,81,23500000,95000,28,English Premier League,Right,High/Medium,Normal (170-185),28500000,80,62,74,78,46,74,63,45,69,79,69,75,67,81,68,76,82,93,72,63,76,76,77,68,48,70,75,78,75,15,8,12,11,9
M. Dembélé,Olympique Lyonnais,ST,France,81,85,37500000,72000,23,French Ligue 1,Right,High/Medium,Normal (170-185),46400000,50,85,81,72,72,75,69,41,48,77,78,84,74,82,68,82,85,85,85,66,75,22,84,69,76,76,39,14,16,7,13,11,10,8
Gonçalo Guedes,Valencia CF,"LM, ST",Portugal,81,87,40500000,39000,23,Spain Primera Division,Right,High/Medium,Normal (170-185),56400000,78,76,60,77,71,83,76,70,69,80,85,88,80,82,77,84,63,73,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9
Joaquín,Real Betis Balompié,"LM, RM",Spain,80,80,7000000,22000,38,Spain Primera Division,Right,High/Medium,Normal (170-185),10500000,84,81,63,83,68,83,86,77,82,81,67,71,68,83,70,80,31,51,64,78,55,35,82,84,75,81,41,47,39,9,14,6,10,11
D. Wass,Valencia CF,"RB, RM, CM",Denmark,80,80,15500000,38000,31,Spain Primera Division,Right,High/Medium,Normal (170-185),22100000,79,75,69,80,71,76,80,84,81,80,74,76,74,80,71,85,67,86,73,79,74,78,75,78,64,75,79,78,77,11,9,10,13,13
?. Piszczek,Borussia Dortmund,"CB, RB",Poland,80,80,5500000,41000,35,German 1. Bundesliga,Right,High/Medium,Normal (170-185),7700000,77,64,77,78,64,71,80,47,72,74,70,74,66,82,66,78,82,72,78,69,83,81,73,73,65,82,84,81,80,14,11,14,6,12
G. Bonaventura,Fiorentina,CM,Italy,80,80,20000000,61000,30,Italian Serie A,Right,High/Medium,Normal (170-185),23000000,82,70,70,84,78,83,78,78,80,85,72,72,74,78,77,84,68,76,61,86,68,72,78,80,68,80,74,72,68,10,14,7,15,14
Mario Gaspar,Villarreal CF,RB,Spain,80,80,18500000,37000,29,Spain Primera Division,Right,High/Medium,Normal (170-185),25200000,78,68,65,76,74,73,73,54,69,74,73,77,67,78,60,80,73,78,75,69,80,78,64,62,50,69,80,81,82,9,12,8,9,15
D. Suárez,Getafe CF,RB,Uruguay,80,80,14500000,32000,32,Spain Primera Division,Right,High/Medium,Normal (170-185),18900000,81,64,71,78,59,74,74,70,72,76,74,76,74,76,75,83,80,79,74,71,89,79,63,62,67,74,78,79,81,16,9,9,15,7
A. Plea,Borussia Mönchengladbach,"ST, LW",France,80,81,24500000,49000,27,German 1. Bundesliga,Right,High/Medium,Normal (170-185),31100000,78,85,73,79,79,79,83,74,68,80,76,70,79,81,78,84,71,77,75,82,70,39,83,80,65,77,29,40,30,11,15,16,12,15
C. Tolisso,FC Bayern München,"CM, CDM",France,80,83,27500000,74000,25,German 1. Bundesliga,Right,High/Medium,Normal (170-185),31900000,67,75,82,82,62,76,66,73,84,82,72,72,75,82,74,82,83,77,75,81,81,76,79,80,70,74,75,77,71,7,10,14,9,14
L. Muriel,Atalanta,ST,Colombia,79,79,17500000,65000,29,Italian Serie A,Right,High/Medium,Normal (170-185),21300000,62,81,65,75,75,85,77,60,55,83,86,90,85,80,80,80,60,68,72,74,50,16,81,76,78,75,26,24,22,8,10,10,14,6
K. Lala,RC Strasbourg Alsace,"RWB, RB, LB",France,79,79,16000000,34000,28,French Ligue 1,Right,High/Medium,Normal (170-185),22000000,82,61,64,75,44,78,76,72,75,77,79,79,67,77,70,72,71,83,71,54,79,77,77,71,80,70,74,73,72,14,6,7,6,15
K. Mbabu,VfL Wolfsburg,RB,Switzerland,79,83,22500000,44000,25,German 1. Bundesliga,Right,High/Medium,Normal (170-185),25700000,77,49,67,69,39,72,64,48,65,74,90,89,76,72,73,66,78,91,79,44,74,70,72,68,35,71,75,76,80,8,7,7,14,14
H. Traoré,Stade Rennais FC,"RB, RWB",Mali,79,79,16000000,49000,28,French Ligue 1,Right,High/Medium,Normal (170-185),20900000,79,48,71,76,32,76,71,38,73,76,82,82,74,74,80,68,91,89,69,58,75,72,71,66,47,71,71,77,75,10,14,9,7,16
M. Rashica,SV Werder Bremen,"CF, LW, RW",Kosovo,79,85,28000000,32000,24,German 1. Bundesliga,Right,High/Medium,Normal (170-185),33300000,76,76,53,76,77,85,78,69,69,81,93,84,90,78,82,86,47,76,61,81,67,47,75,74,73,78,55,37,36,7,14,7,14,6
